t_ship,from_node,to_node,sku,lead_time,qty,arrival_time
31,Supplier,W2,SKU_A,6,300.0,37
31,Supplier,W1,SKU_A,5,271.0,36
31,Supplier,W2,SKU_B,6,300.0,37
31,Supplier,W1,SKU_B,5,271.0,36
31,W1,R1,SKU_A,2,100.0,33
31,W1,R2,SKU_A,3,70.0,34
31,W1,R1,SKU_B,2,100.0,33
31,W1,R2,SKU_B,3,70.0,34
31,W2,R3,SKU_A,4,170.0,35
31,W2,R3,SKU_B,4,170.0,35
32,Supplier,W2,SKU_A,6,170.0,38
32,Supplier,W1,SKU_A,5,189.0,37
32,Supplier,W2,SKU_B,6,170.0,38
32,Supplier,W1,SKU_B,5,189.0,37
32,W1,R1,SKU_A,2,142.0,34
32,W1,R2,SKU_A,3,83.0,35
32,W1,R1,SKU_B,2,142.0,34
32,W1,R2,SKU_B,3,83.0,35
32,W2,R3,SKU_A,4,242.0,36
32,W2,R3,SKU_B,4,242.0,36
33,Supplier,W1,SKU_A,5,200.0,38
33,Supplier,W2,SKU_B,6,242.0,39
33,Supplier,W2,SKU_A,6,242.0,39
33,Supplier,W1,SKU_B,5,200.0,38
33,W1,R1,SKU_A,2,127.0,35
33,W1,R2,SKU_A,3,81.0,36
33,W1,R1,SKU_B,2,127.0,35
33,W1,R2,SKU_B,3,81.0,36
33,W2,R3,SKU_A,4,200.0,37
33,W2,R3,SKU_B,4,200.0,37
34,Supplier,W2,SKU_A,6,200.0,40
34,Supplier,W1,SKU_A,5,200.0,39
34,Supplier,W2,SKU_B,6,200.0,40
34,Supplier,W1,SKU_B,5,200.0,39
34,W1,R1,SKU_A,2,149.0,36
34,W1,R2,SKU_A,3,100.0,37
34,W1,R1,SKU_B,2,149.0,36
34,W1,R2,SKU_B,3,100.0,37
34,W2,R3,SKU_A,4,200.0,38
34,W2,R3,SKU_B,4,200.0,38
35,Supplier,W1,SKU_A,5,265.0,40
35,Supplier,W1,SKU_B,5,265.0,40
35,Supplier,W2,SKU_A,6,200.0,41
35,Supplier,W2,SKU_B,6,200.0,41
35,W1,R1,SKU_A,2,166.0,37
35,W1,R2,SKU_A,3,94.0,38
35,W1,R1,SKU_B,2,166.0,37
35,W1,R2,SKU_B,3,94.0,38
35,W2,R3,SKU_A,4,261.0,39
35,W2,R3,SKU_B,4,261.0,39
36,Supplier,W2,SKU_A,6,261.0,42
36,Supplier,W1,SKU_A,5,258.0,41
36,Supplier,W2,SKU_B,6,261.0,42
36,Supplier,W1,SKU_B,5,258.0,41
36,W1,R1,SKU_A,2,180.0,38
36,W1,R2,SKU_A,3,138.0,39
36,W1,R1,SKU_B,2,180.0,38
36,W1,R2,SKU_B,3,138.0,39
36,W2,R3,SKU_A,4,300.0,40
36,W2,R3,SKU_B,4,300.0,40
37,Supplier,W1,SKU_A,5,300.0,42
37,Supplier,W2,SKU_B,6,300.0,43
37,Supplier,W2,SKU_A,6,300.0,43
37,Supplier,W1,SKU_B,5,300.0,42
37,W1,R1,SKU_A,2,179.0,39
37,W1,R2,SKU_A,3,125.0,40
37,W1,R1,SKU_B,2,179.0,39
37,W1,R2,SKU_B,3,125.0,40
37,W2,R3,SKU_A,4,300.0,41
37,W2,R3,SKU_B,4,300.0,41
38,Supplier,W2,SKU_A,6,300.0,44
38,Supplier,W1,SKU_A,5,300.0,43
38,Supplier,W2,SKU_B,6,300.0,44
38,Supplier,W1,SKU_B,5,300.0,43
38,W1,R1,SKU_A,2,100.0,40
38,W1,R2,SKU_A,3,85.0,41
38,W1,R1,SKU_B,2,100.0,40
38,W1,R2,SKU_B,3,85.0,41
38,W2,R3,SKU_A,4,238.0,42
38,W2,R3,SKU_B,4,238.0,42
39,Supplier,W1,SKU_A,5,200.0,44
39,Supplier,W1,SKU_B,5,200.0,44
39,Supplier,W2,SKU_A,6,238.0,45
39,Supplier,W2,SKU_B,6,238.0,45
39,W1,R1,SKU_A,2,100.0,41
39,W1,R2,SKU_A,3,100.0,42
39,W1,R1,SKU_B,2,100.0,41
39,W1,R2,SKU_B,3,100.0,42
39,W2,R3,SKU_A,4,200.0,43
39,W2,R3,SKU_B,4,200.0,43
40,Supplier,W2,SKU_A,6,200.0,46
40,Supplier,W1,SKU_A,5,232.0,45
40,Supplier,W2,SKU_B,6,200.0,46
40,Supplier,W1,SKU_B,5,232.0,45
40,W1,R1,SKU_A,2,153.0,42
40,W1,R1,SKU_B,2,153.0,42
40,W1,R2,SKU_A,3,92.0,43
40,W1,R2,SKU_B,3,92.0,43
40,W2,R3,SKU_A,4,200.0,44
40,W2,R3,SKU_B,4,200.0,44
41,Supplier,W2,SKU_A,6,200.0,47
41,Supplier,W1,SKU_A,5,200.0,46
41,Supplier,W2,SKU_B,6,200.0,47
41,Supplier,W1,SKU_B,5,200.0,46
41,W1,R1,SKU_A,2,100.0,43
41,W1,R2,SKU_A,3,91.0,44
41,W1,R1,SKU_B,2,100.0,43
41,W1,R2,SKU_B,3,91.0,44
41,W2,R3,SKU_A,4,228.0,45
41,W2,R3,SKU_B,4,228.0,45
42,Supplier,W1,SKU_A,5,234.0,47
42,Supplier,W1,SKU_B,5,234.0,47
42,Supplier,W2,SKU_A,6,228.0,48
42,Supplier,W2,SKU_B,6,228.0,48
42,W1,R1,SKU_A,2,174.0,44
42,W1,R2,SKU_A,3,82.0,45
42,W1,R1,SKU_B,2,174.0,44
42,W1,R2,SKU_B,3,82.0,45
42,W2,R3,SKU_A,4,234.0,46
42,W2,R3,SKU_B,4,234.0,46
43,Supplier,W1,SKU_A,5,233.0,48
43,Supplier,W2,SKU_B,6,234.0,49
43,Supplier,W2,SKU_A,6,234.0,49
43,Supplier,W1,SKU_B,5,233.0,48
43,W1,R1,SKU_A,2,180.0,45
43,W1,R2,SKU_A,3,100.0,46
43,W1,R1,SKU_B,2,180.0,45
43,W1,R2,SKU_B,3,100.0,46
43,W2,R3,SKU_A,4,345.0,47
43,W2,R3,SKU_B,4,345.0,47
44,Supplier,W1,SKU_A,5,280.0,49
44,Supplier,W2,SKU_B,6,345.0,50
44,Supplier,W2,SKU_A,6,345.0,50
44,Supplier,W1,SKU_B,5,280.0,49
44,W1,R1,SKU_A,2,176.0,46
44,W1,R2,SKU_A,3,84.0,47
44,W1,R1,SKU_B,2,176.0,46
44,W1,R2,SKU_B,3,84.0,47
44,W2,R3,SKU_A,4,296.0,48
44,W2,R3,SKU_B,4,296.0,48
45,Supplier,W1,SKU_A,5,260.0,50
45,Supplier,W2,SKU_B,6,296.0,51
45,Supplier,W2,SKU_A,6,296.0,51
45,Supplier,W1,SKU_B,5,260.0,50
45,W1,R1,SKU_A,2,100.0,47
45,W1,R2,SKU_A,3,94.0,48
45,W1,R1,SKU_B,2,100.0,47
45,W1,R2,SKU_B,3,94.0,48
45,W2,R3,SKU_A,4,200.0,49
45,W2,R3,SKU_B,4,200.0,49
46,Supplier,W1,SKU_A,5,200.0,51
46,Supplier,W2,SKU_B,6,200.0,52
46,Supplier,W2,SKU_A,6,200.0,52
46,Supplier,W1,SKU_B,5,200.0,51
46,W1,R1,SKU_A,2,135.0,48
46,W1,R2,SKU_A,3,77.0,49
46,W1,R1,SKU_B,2,135.0,48
46,W1,R2,SKU_B,3,77.0,49
46,W2,R3,SKU_A,4,257.0,50
46,W2,R3,SKU_B,4,257.0,50
47,Supplier,W2,SKU_A,6,257.0,53
47,Supplier,W1,SKU_A,5,200.0,52
47,Supplier,W2,SKU_B,6,257.0,53
47,Supplier,W1,SKU_B,5,200.0,52
47,W1,R1,SKU_A,2,100.0,49
47,W1,R2,SKU_A,3,67.0,50
47,W1,R1,SKU_B,2,100.0,49
47,W1,R2,SKU_B,3,67.0,50
47,W2,R3,SKU_A,4,200.0,51
47,W2,R3,SKU_B,4,200.0,51
48,Supplier,W2,SKU_A,6,200.0,54
48,Supplier,W1,SKU_A,5,192.0,53
48,Supplier,W2,SKU_B,6,200.0,54
48,Supplier,W1,SKU_B,5,192.0,53
48,W1,R1,SKU_A,2,153.0,50
48,W1,R2,SKU_A,3,97.0,51
48,W1,R1,SKU_B,2,153.0,50
48,W1,R2,SKU_B,3,97.0,51
48,W2,R3,SKU_A,4,238.0,52
48,W2,R3,SKU_B,4,238.0,52
49,Supplier,W2,SKU_A,6,238.0,55
49,Supplier,W1,SKU_A,5,231.0,54
49,Supplier,W2,SKU_B,6,238.0,55
49,Supplier,W1,SKU_B,5,231.0,54
49,W1,R1,SKU_A,2,100.0,51
49,W1,R2,SKU_A,3,84.0,52
49,W1,R1,SKU_B,2,100.0,51
49,W1,R2,SKU_B,3,84.0,52
49,W2,R3,SKU_A,4,228.0,53
49,W2,R3,SKU_B,4,228.0,53
50,Supplier,W1,SKU_A,5,200.0,55
50,Supplier,W2,SKU_B,6,228.0,56
50,Supplier,W2,SKU_A,6,228.0,56
50,Supplier,W1,SKU_B,5,200.0,55
50,W1,R1,SKU_A,2,187.0,52
50,W1,R2,SKU_A,3,81.0,53
50,W1,R1,SKU_B,2,187.0,52
50,W1,R2,SKU_B,3,81.0,53
50,W2,R3,SKU_A,4,293.0,54
50,W2,R3,SKU_B,4,293.0,54
51,Supplier,W2,SKU_A,6,293.0,57
51,Supplier,W1,SKU_A,5,252.0,56
51,Supplier,W2,SKU_B,6,293.0,57
51,Supplier,W1,SKU_B,5,252.0,56
51,W1,R1,SKU_A,2,198.0,53
51,W1,R2,SKU_A,3,98.0,54
51,W1,R1,SKU_B,2,198.0,53
51,W1,R2,SKU_B,3,98.0,54
51,W2,R3,SKU_A,4,344.0,55
51,W2,R3,SKU_B,4,344.0,55
52,Supplier,W1,SKU_A,5,296.0,57
52,Supplier,W2,SKU_B,6,344.0,58
52,Supplier,W2,SKU_A,6,344.0,58
52,Supplier,W1,SKU_B,5,296.0,57
52,W1,R1,SKU_A,2,142.0,54
52,W1,R2,SKU_A,3,69.0,55
52,W1,R1,SKU_B,2,142.0,54
52,W1,R2,SKU_B,3,69.0,55
52,W2,R3,SKU_A,4,200.0,56
52,W2,R3,SKU_B,4,200.0,56
53,Supplier,W1,SKU_A,5,200.0,58
53,Supplier,W2,SKU_B,6,200.0,59
53,Supplier,W2,SKU_A,6,200.0,59
53,Supplier,W1,SKU_B,5,200.0,58
53,W1,R1,SKU_A,2,100.0,55
53,W1,R2,SKU_A,3,77.0,56
53,W1,R1,SKU_B,2,100.0,55
53,W1,R2,SKU_B,3,77.0,56
53,W2,R3,SKU_A,4,200.0,57
53,W2,R3,SKU_B,4,200.0,57
54,Supplier,W1,SKU_A,5,200.0,59
54,Supplier,W1,SKU_B,5,200.0,59
54,Supplier,W2,SKU_A,6,200.0,60
54,Supplier,W2,SKU_B,6,200.0,60
54,W1,R1,SKU_A,2,100.0,56
54,W1,R2,SKU_A,3,60.0,57
54,W1,R1,SKU_B,2,100.0,56
54,W1,R2,SKU_B,3,60.0,57
54,W2,R3,SKU_A,4,245.0,58
54,W2,R3,SKU_B,4,245.0,58
55,Supplier,W1,SKU_A,5,172.0,60
55,Supplier,W1,SKU_B,5,172.0,60
55,Supplier,W2,SKU_A,6,245.0,61
55,Supplier,W2,SKU_B,6,245.0,61
55,W1,R1,SKU_A,2,136.0,57
55,W1,R2,SKU_A,3,65.0,58
55,W1,R1,SKU_B,2,136.0,57
55,W1,R2,SKU_B,3,65.0,58
55,W2,R3,SKU_A,4,200.0,59
55,W2,R3,SKU_B,4,200.0,59
56,Supplier,W1,SKU_A,5,177.0,61
56,Supplier,W2,SKU_B,6,200.0,62
56,Supplier,W2,SKU_A,6,200.0,62
56,Supplier,W1,SKU_B,5,177.0,61
56,W1,R1,SKU_A,2,135.0,58
56,W1,R2,SKU_A,3,65.0,59
56,W1,R1,SKU_B,2,135.0,58
56,W1,R2,SKU_B,3,65.0,59
56,W2,R3,SKU_A,4,229.0,60
56,W2,R3,SKU_B,4,229.0,60
57,Supplier,W2,SKU_A,6,229.0,63
57,Supplier,W1,SKU_A,5,200.0,62
57,Supplier,W2,SKU_B,6,229.0,63
57,Supplier,W1,SKU_B,5,200.0,62
57,W1,R1,SKU_A,2,185.0,59
57,W1,R2,SKU_A,3,90.0,60
57,W1,R1,SKU_B,2,185.0,59
57,W1,R2,SKU_B,3,90.0,60
57,W2,R3,SKU_A,4,268.0,61
57,W2,R3,SKU_B,4,268.0,61
58,Supplier,W1,SKU_A,5,275.0,63
58,Supplier,W2,SKU_B,6,268.0,64
58,Supplier,W2,SKU_A,6,268.0,64
58,Supplier,W1,SKU_B,5,275.0,63
58,W1,R1,SKU_A,2,195.0,60
58,W1,R2,SKU_A,3,83.0,61
58,W1,R1,SKU_B,2,195.0,60
58,W1,R2,SKU_B,3,83.0,61
58,W2,R3,SKU_A,4,271.0,62
58,W2,R3,SKU_B,4,271.0,62
59,Supplier,W1,SKU_A,5,278.0,64
59,Supplier,W2,SKU_B,6,271.0,65
59,Supplier,W2,SKU_A,6,271.0,65
59,Supplier,W1,SKU_B,5,278.0,64
59,W1,R1,SKU_A,2,100.0,61
59,W1,R2,SKU_A,3,84.0,62
59,W1,R1,SKU_B,2,100.0,61
59,W1,R2,SKU_B,3,84.0,62
59,W2,R3,SKU_A,4,183.0,63
59,W2,R3,SKU_B,4,183.0,63
60,Supplier,W1,SKU_A,5,188.0,65
60,Supplier,W2,SKU_B,6,183.0,66
60,Supplier,W2,SKU_A,6,183.0,66
60,Supplier,W1,SKU_B,5,188.0,65
60,W1,R1,SKU_A,2,100.0,62
60,W1,R2,SKU_A,3,69.0,63
60,W1,R1,SKU_B,2,100.0,62
60,W1,R2,SKU_B,3,69.0,63
60,W2,R3,SKU_A,4,170.0,64
60,W2,R3,SKU_B,4,170.0,64
61,Supplier,W1,SKU_A,5,187.0,66
61,Supplier,W2,SKU_B,6,170.0,67
61,Supplier,W2,SKU_A,6,170.0,67
61,Supplier,W1,SKU_B,5,187.0,66
61,W1,R1,SKU_A,2,126.0,63
61,W1,R2,SKU_A,3,88.0,64
61,W1,R1,SKU_B,2,126.0,63
61,W1,R2,SKU_B,3,88.0,64
61,W2,R3,SKU_A,4,175.0,65
61,W2,R3,SKU_B,4,175.0,65
62,Supplier,W1,SKU_A,5,192.0,67
62,Supplier,W2,SKU_B,6,175.0,68
62,Supplier,W2,SKU_A,6,175.0,68
62,Supplier,W1,SKU_B,5,192.0,67
62,W1,R1,SKU_A,2,158.0,64
