t_ship,from_node,to_node,lead_time,qty,arrival_time
75,W1,R2,3,260.0,78
76,W2,R3,4,442.0,80
77,Supplier,W2,6,442.0,83
77,Supplier,W1,5,398.0,82
77,W1,R1,2,306.0,79
78,W1,R2,3,297.0,81
78,W2,R3,4,529.0,82
79,Supplier,W2,6,529.0,85
79,Supplier,W1,5,604.0,84
79,W1,R1,2,421.0,81
79,W2,R3,4,303.0,83
80,Supplier,W2,6,303.0,86
80,Supplier,W1,5,334.0,85
81,W1,R1,2,288.0,83
81,W2,R3,4,438.0,85
82,Supplier,W2,6,438.0,88
82,Supplier,W1,5,448.0,87
82,W1,R2,3,368.0,85
83,W1,R1,2,263.0,85
83,W2,R3,4,455.0,87
84,Supplier,W2,6,455.0,90
84,Supplier,W1,5,417.0,89
85,Supplier,W2,6,311.0,91
85,Supplier,W1,5,277.0,90
85,W1,R1,2,410.0,87
85,W1,R2,3,273.0,88
85,W2,R3,4,650.0,89
86,Supplier,W2,6,339.0,92
86,Supplier,W1,5,336.0,91
86,W2,R3,4,306.0,90
87,Supplier,W2,6,318.0,93
87,Supplier,W1,5,338.0,92
87,W1,R1,2,350.0,89
88,W1,R2,3,252.0,91
88,W2,R3,4,398.0,92
89,Supplier,W2,6,386.0,95
89,Supplier,W1,5,369.0,94
