t,node_id,sku,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
4,W2,SKU1,966.0,0.0,0.0,695.0,188.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
4,R1,SKU1,271.0,0.0,0.0,225.0,92.0,100.0,EOD,92,92.0,0.0,0.0,0.0,0.0,0.0
4,R2,SKU1,159.0,0.0,0.0,249.0,73.0,87.0,EOD,73,73.0,0.0,0.0,0.0,0.0,0.0
4,R3,SKU1,320.0,0.0,0.0,883.0,154.0,0.0,EOD,154,154.0,0.0,0.0,0.0,0.0,0.0
5,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
5,W1,SKU1,755.0,0.0,0.0,834.0,147.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
5,W2,SKU1,812.0,0.0,0.0,883.0,154.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
5,R1,SKU1,299.0,0.0,0.0,176.0,113.0,141.0,EOD,113,113.0,0.0,0.0,0.0,0.0,0.0
5,R2,SKU1,143.0,0.0,0.0,232.0,106.0,90.0,EOD,106,106.0,0.0,0.0,0.0,0.0,0.0
5,R3,SKU1,383.0,0.0,0.0,763.0,211.0,274.0,EOD,211,211.0,0.0,0.0,0.0,0.0,0.0
6,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,W1,SKU1,555.0,0.0,19.0,981.0,219.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,W2,SKU1,612.0,0.0,11.0,1037.0,211.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,R1,SKU1,273.0,0.0,0.0,192.0,123.0,84.0,EOD,110,110.0,0.0,0.0,0.0,0.0,0.0
6,R2,SKU1,128.0,0.0,0.0,256.0,97.0,76.0,EOD,91,91.0,0.0,0.0,0.0,0.0,0.0
6,R3,SKU1,447.0,0.0,0.0,695.0,215.0,268.0,EOD,204,204.0,0.0,0.0,0.0,0.0,0.0
7,Supplier,SKU1,0.0,0.0,30.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,W1,SKU1,561.0,0.0,3.0,939.0,239.0,242.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,W2,SKU1,386.0,0.0,0.0,1237.0,226.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,R1,SKU1,189.0,0.0,0.0,236.0,163.0,92.0,EOD,176,176.0,0.0,0.0,0.0,0.0,0.0
7,R2,SKU1,62.0,0.0,0.0,273.0,146.0,83.0,EOD,149,149.0,0.0,0.0,0.0,0.0,0.0
7,R3,SKU1,301.0,0.0,0.0,768.0,288.0,153.0,EOD,299,299.0,0.0,0.0,0.0,0.0,0.0
8,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,W1,SKU1,449.0,0.0,0.0,997.0,290.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,W2,SKU1,372.0,0.0,0.0,1200.0,277.0,274.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,R1,SKU1,124.0,0.0,0.0,299.0,165.0,100.0,EOD,165,165.0,0.0,0.0,0.0,0.0,0.0
8,R2,SKU1,39.0,0.0,0.0,349.0,93.0,73.0,EOD,96,96.0,0.0,0.0,0.0,0.0,0.0
8,R3,SKU1,213.0,0.0,0.0,868.0,276.0,188.0,EOD,276,276.0,0.0,0.0,0.0,0.0,0.0
9,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
9,W1,SKU1,391.0,0.0,0.0,1087.0,258.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
9,W2,SKU1,364.0,0.0,0.0,1209.0,276.0,268.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
9,R1,SKU1,165.0,0.0,0.0,328.0,95.0,136.0,EOD,95,95.0,0.0,0.0,0.0,0.0,0.0
9,R2,SKU1,26.0,0.0,0.0,342.0,113.0,100.0,EOD,113,113.0,0.0,0.0,0.0,0.0,0.0
9,R3,SKU1,143.0,0.0,0.0,990.0,224.0,154.0,EOD,224,224.0,0.0,0.0,0.0,0.0,0.0
10,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,W1,SKU1,388.0,0.0,13.0,1153.0,208.0,192.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,W2,SKU1,317.0,0.0,24.0,1332.0,224.0,153.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,R1,SKU1,232.0,0.0,0.0,260.0,96.0,163.0,EOD,96,96.0,0.0,0.0,0.0,0.0,0.0
10,R2,SKU1,20.0,0.0,0.0,342.0,119.0,100.0,EOD,106,106.0,0.0,0.0,0.0,0.0,0.0
10,R3,SKU1,159.0,0.0,0.0,990.0,208.0,200.0,EOD,184,184.0,0.0,0.0,0.0,0.0,0.0
11,Supplier,SKU1,0.0,0.0,32.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,W1,SKU1,307.0,0.0,0.0,1206.0,223.0,147.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,W2,SKU1,273.0,0.0,0.0,1344.0,232.0,188.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,R1,SKU1,290.0,0.0,0.0,191.0,107.0,165.0,EOD,107,107.0,0.0,0.0,0.0,0.0,0.0
11,R2,SKU1,71.0,0.0,0.0,325.0,85.0,149.0,EOD,98,98.0,0.0,0.0,0.0,0.0,0.0
11,R3,SKU1,199.0,0.0,0.0,996.0,162.0,226.0,EOD,186,186.0,0.0,0.0,0.0,0.0,0.0
12,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,W1,SKU1,322.0,0.0,7.0,1237.0,184.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,W2,SKU1,265.0,0.0,0.0,1446.0,138.0,154.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,R1,SKU1,266.0,0.0,0.0,196.0,126.0,95.0,EOD,119,119.0,0.0,0.0,0.0,0.0,0.0
12,R2,SKU1,71.0,0.0,0.0,317.0,93.0,93.0,EOD,93,93.0,0.0,0.0,0.0,0.0,0.0
12,R3,SKU1,330.0,0.0,0.0,870.0,157.0,288.0,EOD,157,157.0,0.0,0.0,0.0,0.0,0.0
13,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
13,W1,SKU1,354.0,0.0,0.0,1163.0,219.0,258.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
13,W2,SKU1,308.0,0.0,0.0,1384.0,157.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
13,R1,SKU1,202.0,0.0,0.0,233.0,153.0,96.0,EOD,160,160.0,0.0,0.0,0.0,0.0,0.0
13,R2,SKU1,53.0,0.0,0.0,310.0,118.0,100.0,EOD,118,118.0,0.0,0.0,0.0,0.0,0.0
13,R3,SKU1,355.0,0.0,0.0,751.0,251.0,276.0,EOD,251,251.0,0.0,0.0,0.0,0.0,0.0
14,Supplier,SKU1,0.0,0.0,19.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,W1,SKU1,391.0,0.0,18.0,1073.0,290.0,290.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,W2,SKU1,294.0,0.0,0.0,1304.0,251.0,237.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,R1,SKU1,78.0,0.0,0.0,286.0,224.0,100.0,EOD,224,224.0,0.0,0.0,0.0,0.0,0.0
14,R2,SKU1,43.0,0.0,0.0,278.0,160.0,132.0,EOD,142,142.0,0.0,0.0,0.0,0.0,0.0
14,R3,SKU1,208.0,0.0,0.0,802.0,347.0,200.0,EOD,347,347.0,0.0,0.0,0.0,0.0,0.0
15,Supplier,SKU1,0.0,0.0,9.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,W1,SKU1,271.0,0.0,24.0,1115.0,374.0,258.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,W2,SKU1,224.0,0.0,0.0,1278.0,347.0,277.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,R1,SKU1,0.0,15.0,0.0,353.0,250.0,133.0,EOD,226,211.0,0.0,0.0,0.0,0.0,0.0
15,R2,SKU1,0.0,27.0,0.0,371.0,137.0,85.0,EOD,155,128.0,0.0,0.0,0.0,0.0,0.0
15,R3,SKU1,108.0,0.0,0.0,917.0,332.0,232.0,EOD,332,332.0,0.0,0.0,0.0,0.0,0.0
16,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
16,W1,SKU1,60.0,0.0,0.0,1298.0,378.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
16,W2,SKU1,168.0,0.0,0.0,1349.0,332.0,276.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
16,R1,SKU1,0.0,4.0,0.0,474.0,118.0,153.0,EOD,142,138.0,0.0,0.0,0.0,0.0,0.0
16,R2,SKU1,0.0,27.0,0.0,415.0,93.0,93.0,EOD,93,66.0,0.0,0.0,0.0,0.0,0.0
16,R3,SKU1,53.0,0.0,0.0,1087.0,217.0,162.0,EOD,217,217.0,0.0,0.0,0.0,0.0,0.0
17,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
17,W1,SKU1,98.0,0.0,18.0,1445.0,211.0,231.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
17,W2,SKU1,168.0,0.0,17.0,1481.0,217.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
17,R1,SKU1,63.0,0.0,0.0,374.0,151.0,200.0,EOD,133,133.0,0.0,0.0,0.0,0.0,0.0
17,R2,SKU1,0.0,10.0,0.0,408.0,83.0,100.0,EOD,83,73.0,0.0,0.0,0.0,0.0,0.0
17,R3,SKU1,0.0,36.0,0.0,1130.0,263.0,157.0,EOD,246,210.0,0.0,0.0,0.0,0.0,0.0
18,Supplier,SKU1,0.0,0.0,28.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
18,W1,SKU1,30.0,0.0,0.0,1461.0,245.0,184.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
18,W2,SKU1,144.0,0.0,0.0,1425.0,280.0,256.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
18,R1,SKU1,211.0,0.0,0.0,269.0,108.0,274.0,EOD,126,126.0,0.0,0.0,0.0,0.0,0.0
18,R2,SKU1,91.0,0.0,0.0,313.0,77.0,178.0,EOD,77,77.0,0.0,0.0,0.0,0.0,0.0
18,R3,SKU1,33.0,0.0,0.0,1159.0,165.0,251.0,EOD,182,182.0,0.0,0.0,0.0,0.0,0.0
19,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
19,W1,SKU1,53.0,0.0,8.0,1517.0,174.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
19,W2,SKU1,117.0,0.0,0.0,1584.0,148.0,138.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
19,R1,SKU1,176.0,0.0,0.0,269.0,143.0,100.0,EOD,135,135.0,0.0,0.0,0.0,0.0,0.0
19,R2,SKU1,151.0,0.0,0.0,253.0,77.0,137.0,EOD,77,77.0,0.0,0.0,0.0,0.0,0.0
19,R3,SKU1,193.0,0.0,0.0,977.0,187.0,347.0,EOD,187,187.0,0.0,0.0,0.0,0.0,0.0
20,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
20,W1,SKU1,125.0,0.0,0.0,1391.0,220.0,300.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
20,W2,SKU1,87.0,0.0,0.0,1575.0,187.0,157.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
20,R1,SKU1,191.0,0.0,0.0,251.0,146.0,169.0,EOD,154,154.0,0.0,0.0,0.0,0.0,0.0
20,R2,SKU1,157.0,0.0,0.0,237.0,87.0,93.0,EOD,87,87.0,0.0,0.0,0.0,0.0,0.0
20,R3,SKU1,277.0,0.0,0.0,832.0,248.0,332.0,EOD,248,248.0,0.0,0.0,0.0,0.0,0.0
21,Supplier,SKU1,0.0,0.0,20.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
21,W1,SKU1,275.0,0.0,0.0,1208.0,253.0,383.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
21,W2,SKU1,90.0,0.0,0.0,1511.0,248.0,251.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
21,R1,SKU1,87.0,0.0,0.0,297.0,204.0,100.0,EOD,204,204.0,0.0,0.0,0.0,0.0,0.0
21,R2,SKU1,140.0,0.0,0.0,241.0,100.0,83.0,EOD,100,100.0,0.0,0.0,0.0,0.0,0.0
21,R3,SKU1,173.0,0.0,0.0,880.0,304.0,200.0,EOD,304,304.0,0.0,0.0,0.0,0.0,0.0
22,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
22,W1,SKU1,353.0,0.0,4.0,1103.0,284.0,378.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
22,W2,SKU1,137.0,0.0,4.0,1412.0,304.0,347.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
22,R1,SKU1,54.0,0.0,0.0,346.0,188.0,151.0,EOD,184,184.0,0.0,0.0,0.0,0.0,0.0
22,R2,SKU1,109.0,0.0,0.0,264.0,108.0,77.0,EOD,108,108.0,0.0,0.0,0.0,0.0,0.0
22,R3,SKU1,181.0,0.0,0.0,900.0,276.0,280.0,EOD,272,272.0,0.0,0.0,0.0,0.0,0.0
23,Supplier,SKU1,0.0,0.0,4.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
23,W1,SKU1,261.0,0.0,8.0,1187.0,296.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
23,W2,SKU1,189.0,0.0,0.0,1380.0,280.0,332.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
23,R1,SKU1,83.0,0.0,0.0,392.0,113.0,146.0,EOD,117,117.0,0.0,0.0,0.0,0.0,0.0
23,R2,SKU1,97.0,0.0,0.0,287.0,97.0,77.0,EOD,89,89.0,0.0,0.0,0.0,0.0,0.0
23,R3,SKU1,174.0,0.0,0.0,1015.0,168.0,165.0,EOD,172,172.0,0.0,0.0,0.0,0.0,0.0
24,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
24,W1,SKU1,317.0,0.0,18.0,1227.0,210.0,256.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
24,W2,SKU1,221.0,0.0,0.0,1464.0,164.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
24,R1,SKU1,144.0,0.0,0.0,292.0,152.0,200.0,EOD,139,139.0,0.0,0.0,0.0,0.0,0.0
24,R2,SKU1,101.0,0.0,0.0,300.0,80.0,87.0,EOD,83,83.0,0.0,0.0,0.0,0.0,0.0
24,R3,SKU1,149.0,0.0,0.0,996.0,212.0,187.0,EOD,212,212.0,0.0,0.0,0.0,0.0,0.0
25,Supplier,SKU1,0.0,0.0,10.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
25,W1,SKU1,241.0,0.0,0.0,1253.0,242.0,174.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
25,W2,SKU1,318.0,0.0,12.0,1331.0,212.0,297.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
25,R1,SKU1,210.0,0.0,0.0,265.0,113.0,192.0,EOD,126,126.0,0.0,0.0,0.0,0.0,0.0
25,R2,SKU1,135.0,0.0,0.0,285.0,61.0,100.0,EOD,66,66.0,0.0,0.0,0.0,0.0,0.0
25,R3,SKU1,192.0,0.0,0.0,948.0,217.0,248.0,EOD,205,205.0,0.0,0.0,0.0,0.0,0.0
26,Supplier,SKU1,0.0,0.0,12.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
26,W1,SKU1,280.0,0.0,13.0,1305.0,164.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
26,W2,SKU1,237.0,0.0,0.0,1383.0,229.0,148.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
26,R1,SKU1,190.0,0.0,0.0,265.0,133.0,100.0,EOD,120,120.0,0.0,0.0,0.0,0.0,0.0
26,R2,SKU1,164.0,0.0,0.0,246.0,71.0,100.0,EOD,71,71.0,0.0,0.0,0.0,0.0,0.0
26,R3,SKU1,302.0,0.0,0.0,877.0,178.0,300.0,EOD,190,190.0,0.0,0.0,0.0,0.0,0.0
27,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
27,W1,SKU1,336.0,0.0,0.0,1196.0,204.0,273.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
27,W2,SKU1,246.0,0.0,0.0,1437.0,166.0,187.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
27,R1,SKU1,199.0,0.0,0.0,246.0,143.0,165.0,EOD,156,156.0,0.0,0.0,0.0,0.0,0.0
27,R2,SKU1,165.0,0.0,0.0,217.0,99.0,100.0,EOD,99,99.0,0.0,0.0,0.0,0.0,0.0
27,R3,SKU1,349.0,0.0,0.0,775.0,233.0,280.0,EOD,233,233.0,0.0,0.0,0.0,0.0,0.0
28,Supplier,SKU1,0.0,0.0,4.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
28,W1,SKU1,378.0,0.0,0.0,1112.0,246.0,284.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
28,W2,SKU1,261.0,0.0,0.0,1355.0,233.0,248.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
28,R1,SKU1,134.0,0.0,0.0,289.0,165.0,100.0,EOD,165,165.0,0.0,0.0,0.0,0.0,0.0
28,R2,SKU1,152.0,0.0,0.0,231.0,98.0,85.0,EOD,98,98.0,0.0,0.0,0.0,0.0,0.0
28,R3,SKU1,212.0,0.0,0.0,840.0,305.0,168.0,EOD,305,305.0,0.0,0.0,0.0,0.0,0.0
29,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
29,W1,SKU1,411.0,0.0,0.0,1066.0,259.0,296.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
29,W2,SKU1,261.0,0.0,5.0,1288.0,305.0,300.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
29,R1,SKU1,86.0,0.0,0.0,308.0,194.0,146.0,EOD,194,194.0,0.0,0.0,0.0,0.0,0.0
29,R2,SKU1,136.0,0.0,0.0,268.0,77.0,61.0,EOD,77,77.0,0.0,0.0,0.0,0.0,0.0
29,R3,SKU1,115.0,0.0,0.0,940.0,302.0,200.0,EOD,297,297.0,0.0,0.0,0.0,0.0,0.0
30,Supplier,SKU1,0.0,0.0,5.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
30,W1,SKU1,340.0,0.0,0.0,1125.0,271.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
30,W2,SKU1,245.0,0.0,7.0,1304.0,307.0,284.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
30,R1,SKU1,110.0,0.0,0.0,359.0,119.0,143.0,EOD,119,119.0,0.0,0.0,0.0,0.0,0.0
30,R2,SKU1,137.0,0.0,0.0,274.0,70.0,71.0,EOD,70,70.0,0.0,0.0,0.0,0.0,0.0
30,R3,SKU1,176.0,0.0,0.0,1011.0,170.0,229.0,EOD,168,168.0,0.0,0.0,0.0,0.0,0.0
31,Supplier,SKU1,0.0,0.0,12.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
31,W1,SKU1,422.0,0.0,19.0,1144.0,189.0,252.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
31,W2,SKU1,232.0,0.0,0.0,1440.0,177.0,164.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
31,R1,SKU1,152.0,0.0,0.0,294.0,142.0,165.0,EOD,123,123.0,0.0,0.0,0.0,0.0,0.0
31,R2,SKU1,153.0,0.0,0.0,245.0,83.0,99.0,EOD,83,83.0,0.0,0.0,0.0,0.0,0.0
31,R3,SKU1,112.0,0.0,0.0,1010.0,235.0,178.0,EOD,242,242.0,0.0,0.0,0.0,0.0,0.0
32,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
32,W1,SKU1,342.0,0.0,0.0,1169.0,225.0,164.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
32,W2,SKU1,197.0,0.0,0.0,1429.0,223.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
32,R1,SKU1,219.0,0.0,0.0,261.0,108.0,194.0,EOD,127,127.0,0.0,0.0,0.0,0.0,0.0
32,R2,SKU1,170.0,0.0,0.0,230.0,81.0,98.0,EOD,81,81.0,0.0,0.0,0.0,0.0,0.0
32,R3,SKU1,137.0,0.0,0.0,1012.0,208.0,233.0,EOD,208,208.0,0.0,0.0,0.0,0.0,0.0
33,Supplier,SKU1,0.0,0.0,23.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
33,W1,SKU1,361.0,0.0,8.0,1194.0,189.0,200.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
33,W2,SKU1,238.0,0.0,8.0,1388.0,231.0,241.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
33,R1,SKU1,170.0,0.0,0.0,261.0,157.0,100.0,EOD,149,149.0,0.0,0.0,0.0,0.0,0.0
33,R2,SKU1,145.0,0.0,0.0,234.0,102.0,77.0,EOD,102,102.0,0.0,0.0,0.0,0.0,0.0
33,R3,SKU1,234.0,0.0,0.0,912.0,211.0,300.0,EOD,203,203.0,0.0,0.0,0.0,0.0,0.0
34,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
34,W1,SKU1,346.0,0.0,2.0,1133.0,259.0,250.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
34,W2,SKU1,204.0,0.0,19.0,1476.0,188.0,166.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
34,R1,SKU1,165.0,0.0,0.0,265.0,158.0,161.0,EOD,166,166.0,0.0,0.0,0.0,0.0,0.0
34,R2,SKU1,123.0,0.0,0.0,264.0,94.0,70.0,EOD,92,92.0,0.0,0.0,0.0,0.0,0.0
34,R3,SKU1,284.0,0.0,0.0,812.0,261.0,300.0,EOD,250,250.0,0.0,0.0,0.0,0.0,0.0
35,Supplier,SKU1,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
35,W1,SKU1,351.0,0.0,0.0,1133.0,252.0,259.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
35,W2,SKU1,157.0,0.0,0.0,1431.0,261.0,233.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
