t_ship,from_node,to_node,lead_time,qty,arrival_time
78,Supplier,W1,5,257.0,83
78,Supplier,W2,6,282.0,84
78,W1,R1,2,517.0,80
78,W2,R3,4,529.0,82
79,Supplier,W1,5,357.0,84
79,Supplier,W2,6,289.0,85
80,Supplier,W1,5,334.0,85
80,Supplier,W2,6,303.0,86
80,W2,R3,4,518.0,84
81,Supplier,W1,5,200.0,86
81,Supplier,W2,6,200.0,87
81,W1,R2,3,516.0,84
82,Supplier,W1,5,200.0,87
82,Supplier,W2,6,200.0,88
82,W1,R1,2,636.0,84
83,Supplier,W1,5,270.0,88
83,Supplier,W2,6,280.0,89
83,W2,R3,4,678.0,87
84,Supplier,W1,5,195.0,89
84,Supplier,W2,6,200.0,90
85,Supplier,W1,5,277.0,90
85,Supplier,W2,6,324.0,91
85,W1,R1,2,535.0,87
85,W2,R3,4,650.0,89
86,Supplier,W1,5,336.0,91
86,Supplier,W2,6,339.0,92
87,Supplier,W1,5,338.0,92
87,Supplier,W2,6,318.0,93
87,W1,R2,3,542.0,90
87,W2,R3,4,506.0,91
88,Supplier,W1,5,197.0,93
88,Supplier,W2,6,200.0,94
89,Supplier,W1,5,172.0,94
89,Supplier,W2,6,186.0,95
89,W1,R1,2,591.0,91
