t,node_id,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
4,R2,72.0,0.0,0.0,0.0,73.0,0.0,EOD,73,73.0,2.16,0.0,0.0,0.0,2.16
4,R3,320.0,0.0,0.0,542.0,154.0,0.0,EOD,154,154.0,9.6,0.0,0.0,0.0,9.6
5,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1800.0,1800.0
5,W1,1164.0,0.0,409.0,816.0,165.0,0.0,EOD,0,0.0,23.28,0.0,16.65,350.0,389.93
5,W2,1307.0,0.0,495.0,883.0,154.0,0.0,EOD,0,0.0,26.14,0.0,16.54,0.0,42.68
5,R1,0.0,97.0,0.0,572.0,113.0,0.0,EOD,113,16.0,0.0,48.5,0.0,0.0,48.5
5,R2,0.0,34.0,0.0,0.0,106.0,0.0,EOD,106,72.0,0.0,17.0,0.0,0.0,17.0
5,R3,109.0,0.0,0.0,542.0,211.0,0.0,EOD,211,211.0,3.27,0.0,0.0,0.0,3.27
6,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1800.0,1800.0
6,W1,649.0,0.0,113.0,981.0,219.0,0.0,EOD,0,0.0,12.98,0.0,17.19,380.0,410.17
6,W2,601.0,0.0,0.0,1037.0,211.0,0.0,EOD,0,0.0,12.02,0.0,17.11,350.0,379.13
6,R1,0.0,207.0,0.0,572.0,110.0,0.0,EOD,110,0.0,0.0,103.5,0.0,0.0,103.5
6,R2,0.0,125.0,0.0,515.0,91.0,0.0,EOD,91,0.0,0.0,62.5,0.0,0.0,62.5
6,R3,447.0,0.0,0.0,706.0,204.0,542.0,EOD,204,204.0,13.41,0.0,0.0,0.0,13.41
7,Supplier,0.0,0.0,30.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
7,W1,849.0,0.0,314.0,981.0,201.0,200.0,EOD,0,0.0,16.98,0.0,17.01,0.0,33.99
7,W2,601.0,0.0,204.0,1237.0,204.0,0.0,EOD,0,0.0,12.02,0.0,17.04,0.0,29.06
7,R1,189.0,0.0,0.0,0.0,176.0,572.0,EOD,176,176.0,5.67,0.0,0.0,0.0,5.67
7,R2,0.0,274.0,0.0,515.0,149.0,0.0,EOD,149,0.0,0.0,137.0,0.0,0.0,137.0
7,R3,148.0,0.0,0.0,706.0,299.0,0.0,EOD,299,299.0,4.4399999999999995,0.0,0.0,0.0,4.4399999999999995
8,Supplier,0.0,0.0,35.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
8,W1,1102.0,0.0,639.0,928.0,325.0,253.0,EOD,0,0.0,22.04,0.0,18.25,0.0,40.29
8,W2,372.0,0.0,0.0,1163.0,299.0,274.0,EOD,0,0.0,7.44,0.0,17.990000000000002,350.0,375.43
8,R1,24.0,0.0,0.0,0.0,165.0,0.0,EOD,165,165.0,0.72,0.0,0.0,0.0,0.72
8,R2,0.0,370.0,0.0,515.0,96.0,0.0,EOD,96,0.0,0.0,185.0,0.0,0.0,185.0
8,R3,0.0,128.0,0.0,1209.0,276.0,0.0,EOD,276,148.0,0.0,64.0,0.0,0.0,64.0
9,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4800.0,4800.0
9,W1,713.0,0.0,336.0,1098.0,261.0,175.0,EOD,0,0.0,14.26,0.0,17.61,350.0,381.87
9,W2,640.0,0.0,276.0,1209.0,276.0,268.0,EOD,0,0.0,12.8,0.0,17.76,0.0,30.560000000000002
9,R1,0.0,71.0,0.0,564.0,95.0,0.0,EOD,95,24.0,0.0,35.5,0.0,0.0,35.5
9,R2,32.0,0.0,0.0,0.0,113.0,515.0,EOD,113,113.0,0.96,0.0,0.0,0.0,0.96
9,R3,0.0,352.0,0.0,1209.0,224.0,0.0,EOD,224,0.0,0.0,176.0,0.0,0.0,176.0
10,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4000.0,4000.0
10,W1,901.0,0.0,544.0,1171.0,208.0,188.0,EOD,0,0.0,18.02,0.0,17.08,0.0,35.099999999999994
10,W2,293.0,0.0,0.0,1332.0,224.0,153.0,EOD,0,0.0,5.86,0.0,17.240000000000002,350.0,373.1
10,R1,0.0,167.0,0.0,564.0,96.0,0.0,EOD,96,0.0,0.0,83.5,0.0,0.0,83.5
10,R2,0.0,74.0,0.0,0.0,106.0,0.0,EOD,106,32.0,0.0,37.0,0.0,0.0,37.0
10,R3,170.0,0.0,0.0,1003.0,184.0,706.0,EOD,184,184.0,5.1,0.0,0.0,0.0,5.1
11,Supplier,0.0,0.0,32.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
11,W1,511.0,0.0,191.0,1206.0,202.0,165.0,EOD,0,0.0,10.22,0.0,17.02,380.0,407.24
11,W2,481.0,0.0,184.0,1344.0,184.0,188.0,EOD,0,0.0,9.620000000000001,0.0,16.84,0.0,26.46
11,R1,290.0,0.0,0.0,0.0,107.0,564.0,EOD,107,107.0,8.7,0.0,0.0,0.0,8.7
11,R2,0.0,172.0,0.0,555.0,98.0,0.0,EOD,98,0.0,0.0,86.0,0.0,0.0,86.0
11,R3,0.0,16.0,0.0,1003.0,186.0,0.0,EOD,186,170.0,0.0,8.0,0.0,0.0,8.0
12,Supplier,0.0,0.0,18.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
12,W1,711.0,0.0,396.0,1206.0,205.0,200.0,EOD,0,0.0,14.22,0.0,17.05,0.0,31.270000000000003
12,W2,635.0,0.0,370.0,1390.0,186.0,154.0,EOD,0,0.0,12.700000000000001,0.0,16.86,0.0,29.560000000000002
12,R1,171.0,0.0,0.0,0.0,119.0,0.0,EOD,119,119.0,5.13,0.0,0.0,0.0,5.13
12,R2,0.0,265.0,0.0,555.0,93.0,0.0,EOD,93,0.0,0.0,132.5,0.0,0.0,132.5
12,R3,330.0,0.0,0.0,500.0,157.0,503.0,EOD,157,157.0,9.9,0.0,0.0,0.0,9.9
13,Supplier,0.0,0.0,15.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,2400.0,2400.0
13,W1,911.0,0.0,608.0,1206.0,212.0,200.0,EOD,0,0.0,18.22,0.0,17.12,0.0,35.34
13,W2,308.0,0.0,0.0,1384.0,157.0,200.0,EOD,0,0.0,6.16,0.0,16.57,350.0,372.73
13,R1,11.0,0.0,0.0,0.0,160.0,0.0,EOD,160,160.0,0.32999999999999996,0.0,0.0,0.0,0.32999999999999996
13,R2,0.0,383.0,0.0,555.0,118.0,0.0,EOD,118,0.0,0.0,191.5,0.0,0.0,191.5
13,R3,79.0,0.0,0.0,1027.0,251.0,0.0,EOD,251,251.0,2.37,0.0,0.0,0.0,2.37
14,Supplier,0.0,0.0,27.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,2400.0,2400.0
14,W1,679.0,0.0,309.0,1061.0,278.0,345.0,EOD,0,0.0,13.58,0.0,17.78,350.0,381.36
14,W2,508.0,0.0,251.0,1341.0,251.0,200.0,EOD,0,0.0,10.16,0.0,17.51,0.0,27.67
14,R1,0.0,213.0,0.0,577.0,224.0,0.0,EOD,224,11.0,0.0,106.5,0.0,0.0,106.5
14,R2,30.0,0.0,0.0,0.0,142.0,555.0,EOD,142,142.0,0.8999999999999999,0.0,0.0,0.0,0.8999999999999999
14,R3,232.0,0.0,0.0,527.0,347.0,500.0,EOD,347,347.0,6.96,0.0,0.0,0.0,6.96
15,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4400.0,4400.0
15,W1,940.0,0.0,675.0,1105.0,366.0,261.0,EOD,0,0.0,18.8,0.0,18.66,0.0,37.46
15,W2,224.0,0.0,0.0,1278.0,347.0,314.0,EOD,0,0.0,4.48,0.0,18.47,350.0,372.95
15,R1,0.0,439.0,0.0,577.0,226.0,0.0,EOD,226,0.0,0.0,219.5,0.0,0.0,219.5
15,R2,0.0,125.0,0.0,0.0,155.0,0.0,EOD,155,30.0,0.0,62.5,0.0,0.0,62.5
15,R3,0.0,100.0,0.0,1125.0,332.0,0.0,EOD,332,232.0,0.0,50.0,0.0,0.0,50.0
16,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4800.0,4800.0
16,W1,534.0,0.0,450.0,1271.0,381.0,200.0,EOD,0,0.0,10.68,0.0,18.81,380.0,409.49
16,W2,500.0,0.0,332.0,1349.0,332.0,276.0,EOD,0,0.0,10.0,0.0,18.32,0.0,28.32
16,R1,0.0,4.0,0.0,0.0,142.0,577.0,EOD,142,138.0,0.0,2.0,0.0,0.0,2.0
16,R2,0.0,218.0,0.0,606.0,93.0,0.0,EOD,93,0.0,0.0,109.0,0.0,0.0,109.0
16,R3,0.0,317.0,0.0,1125.0,217.0,0.0,EOD,217,0.0,0.0,158.5,0.0,0.0,158.5
17,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4800.0,4800.0
17,W1,142.0,0.0,93.0,1452.0,235.0,200.0,EOD,0,0.0,2.84,0.0,17.35,350.0,370.19
17,W2,151.0,0.0,0.0,1481.0,217.0,200.0,EOD,0,0.0,3.02,0.0,17.17,350.0,370.19
17,R1,0.0,137.0,0.0,592.0,133.0,0.0,EOD,133,0.0,0.0,68.5,0.0,0.0,68.5
17,R2,0.0,301.0,0.0,606.0,83.0,0.0,EOD,83,0.0,0.0,150.5,0.0,0.0,150.5
17,R3,0.0,36.0,0.0,1147.0,246.0,527.0,EOD,246,210.0,0.0,18.0,0.0,0.0,18.0
18,Supplier,0.0,0.0,52.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
18,W1,342.0,0.0,309.0,1452.0,216.0,200.0,EOD,0,0.0,6.84,0.0,17.16,0.0,24.0
18,W2,351.0,0.0,246.0,1481.0,246.0,200.0,EOD,0,0.0,7.0200000000000005,0.0,17.46,0.0,24.48
18,R1,0.0,263.0,0.0,592.0,126.0,0.0,EOD,126,0.0,0.0,131.5,0.0,0.0,131.5
18,R2,0.0,378.0,0.0,606.0,77.0,0.0,EOD,77,0.0,0.0,189.0,0.0,0.0,189.0
18,R3,0.0,218.0,0.0,1147.0,182.0,0.0,EOD,182,0.0,0.0,109.0,0.0,0.0,109.0
19,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4000.0,4000.0
19,W1,542.0,0.0,512.0,1503.0,203.0,200.0,EOD,0,0.0,10.84,0.0,17.03,0.0,27.87
19,W2,545.0,0.0,428.0,1550.0,182.0,194.0,EOD,0,0.0,10.9,0.0,16.82,0.0,27.72
19,R1,194.0,0.0,0.0,0.0,135.0,592.0,EOD,135,135.0,5.819999999999999,0.0,0.0,0.0,5.819999999999999
19,R2,151.0,0.0,0.0,0.0,77.0,606.0,EOD,77,77.0,4.53,0.0,0.0,0.0,4.53
19,R3,193.0,0.0,0.0,549.0,187.0,598.0,EOD,187,187.0,5.79,0.0,0.0,0.0,5.79
20,Supplier,0.0,0.0,3.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,2400.0,2400.0
20,W1,847.0,0.0,724.0,1398.0,212.0,305.0,EOD,0,0.0,16.94,0.0,17.12,0.0,34.06
20,W2,87.0,0.0,0.0,1575.0,187.0,157.0,EOD,0,0.0,1.74,0.0,16.87,350.0,368.61
20,R1,40.0,0.0,0.0,0.0,154.0,0.0,EOD,154,154.0,1.2,0.0,0.0,0.0,1.2
20,R2,64.0,0.0,0.0,0.0,87.0,0.0,EOD,87,87.0,1.92,0.0,0.0,0.0,1.92
20,R3,0.0,55.0,0.0,1164.0,248.0,0.0,EOD,248,193.0,0.0,27.5,0.0,0.0,27.5
21,Supplier,0.0,0.0,15.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,2400.0,2400.0
21,W1,665.0,0.0,417.0,1232.0,241.0,366.0,EOD,0,0.0,13.3,0.0,17.41,350.0,380.71
21,W2,338.0,0.0,248.0,1511.0,248.0,251.0,EOD,0,0.0,6.76,0.0,17.48,0.0,24.240000000000002
21,R1,0.0,164.0,0.0,548.0,204.0,0.0,EOD,204,40.0,0.0,82.0,0.0,0.0,82.0
21,R2,0.0,36.0,0.0,0.0,100.0,0.0,EOD,100,64.0,0.0,18.0,0.0,0.0,18.0
21,R3,190.0,0.0,0.0,615.0,304.0,549.0,EOD,304,304.0,5.7,0.0,0.0,0.0,5.7
22,Supplier,0.0,0.0,48.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3500.0,3500.0
22,W1,529.0,0.0,204.0,1107.0,304.0,381.0,EOD,0,0.0,10.58,0.0,18.04,380.0,408.62
22,W2,133.0,0.0,0.0,1364.0,304.0,347.0,EOD,0,0.0,2.66,0.0,18.04,350.0,370.7
22,R1,0.0,348.0,0.0,548.0,184.0,0.0,EOD,184,0.0,0.0,174.0,0.0,0.0,174.0
22,R2,0.0,144.0,0.0,517.0,108.0,0.0,EOD,108,0.0,0.0,72.0,0.0,0.0,72.0
22,R3,0.0,82.0,0.0,1167.0,272.0,0.0,EOD,272,190.0,0.0,41.0,0.0,0.0,41.0
23,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4800.0,4800.0
23,W1,729.0,0.0,496.0,1211.0,292.0,200.0,EOD,0,0.0,14.58,0.0,17.92,0.0,32.5
23,W2,465.0,0.0,272.0,1384.0,272.0,332.0,EOD,0,0.0,9.3,0.0,17.72,0.0,27.02
23,R1,83.0,0.0,0.0,0.0,117.0,548.0,EOD,117,117.0,2.4899999999999998,0.0,0.0,0.0,2.4899999999999998
23,R2,0.0,233.0,0.0,517.0,89.0,0.0,EOD,89,0.0,0.0,116.5,0.0,0.0,116.5
23,R3,0.0,254.0,0.0,1167.0,172.0,0.0,EOD,172,0.0,0.0,127.0,0.0,0.0,127.0
24,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4000.0,4000.0
24,W1,475.0,0.0,197.0,1252.0,206.0,251.0,EOD,0,0.0,9.5,0.0,17.06,350.0,376.56
24,W2,665.0,0.0,444.0,1456.0,172.0,200.0,EOD,0,0.0,13.3,0.0,16.72,0.0,30.02
24,R1,0.0,56.0,0.0,505.0,139.0,0.0,EOD,139,83.0,0.0,28.0,0.0,0.0,28.0
24,R2,0.0,316.0,0.0,517.0,83.0,0.0,EOD,83,0.0,0.0,158.0,0.0,0.0,158.0
24,R3,149.0,0.0,0.0,552.0,212.0,615.0,EOD,212,212.0,4.47,0.0,0.0,0.0,4.47
25,Supplier,0.0,0.0,6.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,2400.0,2400.0
25,W1,675.0,0.0,419.0,1252.0,222.0,200.0,EOD,0,0.0,13.5,0.0,17.22,0.0,30.72
25,W2,272.0,0.0,0.0,1365.0,212.0,263.0,EOD,0,0.0,5.44,0.0,17.12,350.0,372.56
25,R1,0.0,182.0,0.0,505.0,126.0,0.0,EOD,126,0.0,0.0,91.0,0.0,0.0,91.0
25,R2,135.0,0.0,0.0,0.0,66.0,517.0,EOD,66,66.0,4.05,0.0,0.0,0.0,4.05
25,R3,0.0,56.0,0.0,1208.0,205.0,0.0,EOD,205,149.0,0.0,28.0,0.0,0.0,28.0
26,Supplier,0.0,0.0,40.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
26,W1,875.0,0.0,611.0,1252.0,192.0,200.0,EOD,0,0.0,17.5,0.0,16.92,0.0,34.42
26,W2,454.0,0.0,205.0,1383.0,205.0,182.0,EOD,0,0.0,9.08,0.0,17.05,0.0,26.130000000000003
26,R1,203.0,0.0,0.0,0.0,120.0,505.0,EOD,120,120.0,6.09,0.0,0.0,0.0,6.09
26,R2,64.0,0.0,0.0,0.0,71.0,0.0,EOD,71,71.0,1.92,0.0,0.0,0.0,1.92
26,R3,306.0,0.0,0.0,656.0,190.0,552.0,EOD,190,190.0,9.18,0.0,0.0,0.0,9.18
27,Supplier,0.0,0.0,37.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
27,W1,1131.0,0.0,802.0,1196.0,191.0,256.0,EOD,0,0.0,22.62,0.0,16.91,0.0,39.53
27,W2,641.0,0.0,395.0,1396.0,190.0,187.0,EOD,0,0.0,12.82,0.0,16.9,0.0,29.72
27,R1,47.0,0.0,0.0,0.0,156.0,0.0,EOD,156,156.0,1.41,0.0,0.0,0.0,1.41
27,R2,0.0,35.0,0.0,0.0,99.0,0.0,EOD,99,64.0,0.0,17.5,0.0,0.0,17.5
27,R3,73.0,0.0,0.0,656.0,233.0,0.0,EOD,233,233.0,2.19,0.0,0.0,0.0,2.19
28,Supplier,0.0,0.0,18.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
28,W1,378.0,0.0,0.0,1092.0,255.0,304.0,EOD,0,0.0,7.5600000000000005,0.0,17.55,730.0,755.11
28,W2,213.0,0.0,0.0,1396.0,233.0,200.0,EOD,0,0.0,4.26,0.0,17.33,350.0,371.59
28,R1,0.0,118.0,0.0,541.0,165.0,0.0,EOD,165,47.0,0.0,59.0,0.0,0.0,59.0
28,R2,0.0,133.0,0.0,516.0,98.0,0.0,EOD,98,0.0,0.0,66.5,0.0,0.0,66.5
28,R3,0.0,232.0,0.0,1284.0,305.0,0.0,EOD,305,73.0,0.0,116.0,0.0,0.0,116.0
29,Supplier,0.0,0.0,40.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3500.0,3500.0
29,W1,670.0,0.0,263.0,1066.0,263.0,292.0,EOD,0,0.0,13.4,0.0,17.63,0.0,31.03
29,W2,565.0,0.0,305.0,1244.0,305.0,352.0,EOD,0,0.0,11.3,0.0,18.05,0.0,29.35
29,R1,0.0,312.0,0.0,541.0,194.0,0.0,EOD,194,0.0,0.0,156.0,0.0,0.0,156.0
29,R2,0.0,210.0,0.0,516.0,77.0,0.0,EOD,77,0.0,0.0,105.0,0.0,0.0,105.0
29,R3,127.0,0.0,0.0,628.0,297.0,656.0,EOD,297,297.0,3.81,0.0,0.0,0.0,3.81
30,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4400.0,4400.0
30,W1,870.0,0.0,534.0,1129.0,271.0,200.0,EOD,0,0.0,17.400000000000002,0.0,17.71,0.0,35.11
30,W2,235.0,0.0,0.0,1317.0,297.0,272.0,EOD,0,0.0,4.7,0.0,17.97,350.0,372.67
30,R1,110.0,0.0,0.0,0.0,119.0,541.0,EOD,119,119.0,3.3,0.0,0.0,0.0,3.3
30,R2,0.0,280.0,0.0,516.0,70.0,0.0,EOD,70,0.0,0.0,140.0,0.0,0.0,140.0
30,R3,0.0,41.0,0.0,1230.0,168.0,0.0,EOD,168,127.0,0.0,20.5,0.0,0.0,20.5
31,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4000.0,4000.0
31,W1,1070.0,0.0,723.0,1200.0,189.0,200.0,EOD,0,0.0,21.400000000000002,0.0,16.89,0.0,38.290000000000006
31,W2,407.0,0.0,168.0,1442.0,168.0,172.0,EOD,0,0.0,8.14,0.0,16.68,0.0,24.82
31,R1,0.0,13.0,0.0,0.0,123.0,0.0,EOD,123,110.0,0.0,6.5,0.0,0.0,6.5
31,R2,153.0,0.0,0.0,0.0,83.0,516.0,EOD,83,83.0,4.59,0.0,0.0,0.0,4.59
31,R3,0.0,283.0,0.0,1230.0,242.0,0.0,EOD,242,0.0,0.0,141.5,0.0,0.0,141.5
32,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1800.0,1800.0
32,W1,669.0,0.0,328.0,1189.0,206.0,200.0,EOD,0,0.0,13.38,0.0,17.06,350.0,380.44
32,W2,607.0,0.0,410.0,1410.0,242.0,200.0,EOD,0,0.0,12.14,0.0,17.42,0.0,29.560000000000002
32,R1,0.0,140.0,0.0,601.0,127.0,0.0,EOD,127,0.0,0.0,70.0,0.0,0.0,70.0
32,R2,72.0,0.0,0.0,0.0,81.0,0.0,EOD,81,81.0,2.16,0.0,0.0,0.0,2.16
32,R3,137.0,0.0,0.0,602.0,208.0,628.0,EOD,208,208.0,4.109999999999999,0.0,0.0,0.0,4.109999999999999
33,Supplier,0.0,0.0,48.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3000.0,3000.0
33,W1,869.0,0.0,536.0,1189.0,208.0,200.0,EOD,0,0.0,17.38,0.0,17.08,0.0,34.459999999999994
33,W2,189.0,0.0,0.0,1410.0,208.0,200.0,EOD,0,0.0,3.7800000000000002,0.0,17.08,350.0,370.86
33,R1,0.0,289.0,0.0,601.0,149.0,0.0,EOD,149,0.0,0.0,144.5,0.0,0.0,144.5
33,R2,0.0,30.0,0.0,0.0,102.0,0.0,EOD,102,72.0,0.0,15.0,0.0,0.0,15.0
33,R3,0.0,66.0,0.0,1220.0,203.0,0.0,EOD,203,137.0,0.0,33.0,0.0,0.0,33.0
34,Supplier,0.0,0.0,14.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3500.0,3500.0
34,W1,624.0,0.0,276.0,1123.0,251.0,266.0,EOD,0,0.0,12.48,0.0,17.51,380.0,409.99
34,W2,389.0,0.0,203.0,1460.0,203.0,200.0,EOD,0,0.0,7.78,0.0,17.03,0.0,24.810000000000002
34,R1,146.0,0.0,0.0,0.0,166.0,601.0,EOD,166,166.0,4.38,0.0,0.0,0.0,4.38
34,R2,0.0,122.0,0.0,511.0,92.0,0.0,EOD,92,0.0,0.0,61.0,0.0,0.0,61.0
34,R3,286.0,0.0,0.0,618.0,250.0,602.0,EOD,250,250.0,8.58,0.0,0.0,0.0,8.58
35,Supplier,0.0,0.0,3.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,3500.0,3500.0
35,W1,887.0,0.0,534.0,1125.0,258.0,263.0,EOD,0,0.0,17.740000000000002,0.0,17.58,0.0,35.32
35,W2,589.0,0.0,453.0,1460.0,250.0,200.0,EOD,0,0.0,11.78,0.0,17.5,0.0,29.28
35,R1,0.0,34.0,0.0,0.0,180.0,0.0,EOD,180,146.0,0.0,17.0,0.0,0.0,17.0
35,R2,0.0,260.0,0.0,511.0,138.0,0.0,EOD,138,0.0,0.0,130.0,0.0,0.0,130.0
35,R3,0.0,14.0,0.0,618.0,300.0,0.0,EOD,300,286.0,0.0,7.0,0.0,0.0,7.0
36,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4000.0,4000.0
36,W1,536.0,0.0,230.0,1112.0,318.0,271.0,EOD,0,0.0,10.72,0.0,18.18,350.0,378.9
36,W2,181.0,0.0,0.0,1368.0,300.0,345.0,EOD,0,0.0,3.62,0.0,18.0,350.0,371.62
36,R1,0.0,213.0,0.0,622.0,179.0,0.0,EOD,179,0.0,0.0,106.5,0.0,0.0,106.5
36,R2,0.0,385.0,0.0,511.0,125.0,0.0,EOD,125,0.0,0.0,192.5,0.0,0.0,192.5
36,R3,0.0,327.0,0.0,1371.0,313.0,0.0,EOD,313,0.0,0.0,163.5,0.0,0.0,163.5
37,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,4800.0,4800.0
37,W1,725.0,0.0,534.0,1241.0,304.0,189.0,EOD,0,0.0,14.5,0.0,18.04,0.0,32.54
37,W2,478.0,0.0,313.0,1371.0,313.0,297.0,EOD,0,0.0,9.56,0.0,18.13,0.0,27.689999999999998
37,R1,0.0,313.0,0.0,622.0,100.0,0.0,EOD,100,0.0,0.0,156.5,0.0,0.0,156.5
37,R2,41.0,0.0,0.0,0.0,85.0,511.0,EOD,85,85.0,1.23,0.0,0.0,0.0,1.23
