,date,item_id,normal_price,price,quantity,store_id
86,2023-08-20,0e39cf5d57c1,149.0,100.0,9.0,1
87,2023-08-20,dd94e2bc5601,159.0,100.0,2.0,1
88,2023-08-20,3a95d538a917,229.0,120.0,1.0,1
89,2023-08-20,e7ff6ea67040,219.0,120.0,4.0,1
90,2023-08-20,44c942fe217c,529.0,220.0,11.0,1
91,2023-08-20,e60d890f2812,379.0,270.0,6.0,1
92,2023-08-20,a9d8c085adc0,549.0,300.0,11.0,1
93,2023-08-20,fb45888e228e,599.0,350.0,13.0,1
94,2023-08-20,4849cb059ba3,569.0,370.0,7.0,1
95,2023-08-20,f049b16ba53a,729.0,370.0,4.0,1
96,2023-08-20,76c18abd8f7c,539.0,380.0,7.0,1
97,2023-08-21,389412076801,179.0,100.0,2.0,1
98,2023-08-21,0e39cf5d57c1,149.0,100.0,9.0,1
99,2023-08-21,e7ff6ea67040,219.0,120.0,11.0,1
100,2023-08-21,a9d8c085adc0,549.0,300.0,7.0,1
101,2023-08-21,fb45888e228e,599.0,350.0,10.0,1
102,2023-08-21,4849cb059ba3,569.0,370.0,5.0,1
103,2023-08-21,76c18abd8f7c,539.0,380.0,6.0,1
104,2023-08-22,95879f411e24,189.0,100.0,2.0,1
105,2023-08-22,389412076801,179.0,100.0,2.0,1
106,2023-08-22,dd94e2bc5601,159.0,100.0,2.0,1
107,2023-08-22,e7ff6ea67040,219.0,120.0,6.0,1
108,2023-08-22,a9d8c085adc0,549.0,300.0,1.0,1
109,2023-08-22,4849cb059ba3,569.0,370.0,1.0,1
110,2023-08-22,f049b16ba53a,729.0,370.0,1.0,1
111,2023-08-23,bc2f82a22e11,189.0,100.0,4.0,1
112,2023-08-23,0e39cf5d57c1,149.0,100.0,1.0,1
113,2023-08-23,e7ff6ea67040,219.0,120.0,5.0,1
114,2023-08-23,e60d890f2812,379.0,270.0,2.0,1
115,2023-08-23,a9d8c085adc0,549.0,300.0,3.0,1
116,2023-08-23,17abde81f33d,479.0,320.0,1.0,1
117,2023-08-23,f049b16ba53a,729.0,370.0,1.0,1
118,2023-08-23,76c18abd8f7c,539.0,380.0,1.0,1
119,2023-08-24,bc2f82a22e11,189.0,100.0,3.0,1
120,2023-08-24,95879f411e24,189.0,100.0,1.0,1
121,2023-08-24,389412076801,179.0,100.0,4.0,1
122,2023-08-24,e7ff6ea67040,219.0,120.0,6.0,1
123,2023-08-24,e60d890f2812,379.0,270.0,1.0,1
124,2023-08-24,4849cb059ba3,569.0,370.0,4.0,1
125,2023-08-24,76c18abd8f7c,539.0,380.0,1.0,1
126,2023-08-26,f0c2857afa61,199.0,100.0,1.0,1
127,2023-08-26,e7ff6ea67040,219.0,120.0,1.0,1
128,2023-08-26,f611e25fa53a,569.0,270.0,2.0,1
129,2023-08-26,17abde81f33d,479.0,320.0,1.0,1
130,2023-08-26,f049b16ba53a,729.0,370.0,3.0,1
131,2023-08-27,bc2f82a22e11,189.0,100.0,3.0,1
132,2023-08-27,95879f411e24,189.0,100.0,1.0,1
133,2023-08-27,dd94e2bc5601,159.0,100.0,2.0,1
134,2023-08-27,3a95d538a917,229.0,120.0,4.0,1
135,2023-08-27,44c942fe217c,529.0,220.0,4.0,1
136,2023-08-27,f611e25fa53a,569.0,270.0,5.0,1
137,2023-08-27,a9d8c085adc0,549.0,300.0,1.0,1
138,2023-08-27,4849cb059ba3,569.0,370.0,1.0,1
139,2023-08-27,74d6ed799e21,539.0,370.0,3.0,1
140,2023-08-27,f049b16ba53a,729.0,370.0,4.0,1
141,2023-08-27,76c18abd8f7c,539.0,380.0,2.0,1
142,2023-08-28,3a95d538a917,229.0,120.0,1.0,1
143,2023-08-28,f611e25fa53a,569.0,270.0,1.0,1
144,2023-08-28,4849cb059ba3,569.0,370.0,2.0,1
145,2023-08-28,74d6ed799e21,539.0,370.0,1.0,1
146,2023-08-28,76c18abd8f7c,539.0,380.0,1.0,1
147,2023-08-29,76c18abd8f7c,539.0,380.0,1.0,1
148,2023-09-03,389412076801,189.0,100.0,4.0,1
149,2023-09-03,dd94e2bc5601,169.0,100.0,1.0,1
150,2023-09-03,3a95d538a917,229.0,120.0,1.0,1
151,2023-09-03,d63b63612407,169.0,120.0,6.0,1
152,2023-09-03,bc2f82a22e11,189.0,120.0,6.0,1
153,2023-09-03,e7ff6ea67040,229.0,130.0,1.0,1
154,2023-09-03,44c942fe217c,549.0,240.0,1.0,1
155,2023-09-03,a9d8c085adc0,569.0,300.0,3.0,1
156,2023-09-03,fb45888e228e,589.0,320.0,18.0,1
157,2023-09-03,17abde81f33d,479.0,330.0,1.0,1
158,2023-09-03,4849cb059ba3,569.0,380.0,1.0,1
159,2023-09-03,f049b16ba53a,749.0,380.0,1.0,1
160,2023-09-03,76c18abd8f7c,539.0,390.0,1.0,1
161,2023-09-03,9f45a49e5ee4,899.0,630.0,1.0,1
162,2023-09-04,389412076801,189.0,100.0,6.0,1
163,2023-09-04,0e39cf5d57c1,159.0,100.0,3.0,1
164,2023-09-04,3a95d538a917,229.0,120.0,3.0,1
165,2023-09-04,d63b63612407,169.0,120.0,9.0,1
166,2023-09-04,bc2f82a22e11,189.0,120.0,11.0,1
167,2023-09-04,f0c2857afa61,199.0,120.0,4.0,1
168,2023-09-04,44c942fe217c,195.0,240.0,11.0,1
169,2023-09-04,e60d890f2812,389.0,270.0,1.0,1
170,2023-09-04,a9d8c085adc0,270.0,300.0,32.0,1
171,2023-09-04,fb45888e228e,589.0,320.0,21.0,1
172,2023-09-04,f611e25fa53a,275.0,320.0,13.0,1
173,2023-09-04,17abde81f33d,479.0,330.0,3.0,1
174,2023-09-04,4cf0bb777594,489.0,340.0,2.0,1
175,2023-09-04,4849cb059ba3,569.0,380.0,7.0,1
176,2023-09-04,74d6ed799e21,549.0,380.0,2.0,1
177,2023-09-04,76c18abd8f7c,359.0,390.0,7.0,1
178,2023-09-04,74e52a7dd94e,990.0,499.0,1.0,1
179,2023-09-05,dd94e2bc5601,169.0,100.0,1.0,1
180,2023-09-05,3a95d538a917,229.0,120.0,2.0,1
181,2023-09-05,d63b63612407,169.0,120.0,2.0,1
182,2023-09-05,a9d8c085adc0,569.0,300.0,6.0,1
183,2023-09-05,17abde81f33d,479.0,330.0,2.0,1
184,2023-09-05,f049b16ba53a,749.0,380.0,4.0,1
185,2023-09-05,76c18abd8f7c,539.0,390.0,7.0,1
186,2023-09-06,a9d8c085adc0,569.0,300.0,2.0,1
187,2023-09-06,4cf0bb777594,489.0,340.0,1.0,1
188,2023-09-06,f049b16ba53a,749.0,380.0,2.0,1
189,2023-09-06,76c18abd8f7c,539.0,390.0,1.0,1
190,2023-09-06,9f45a49e5ee4,899.0,630.0,1.0,1
191,2023-09-07,95879f411e24,189.0,100.0,2.0,1
192,2023-09-07,389412076801,189.0,100.0,2.0,1
193,2023-09-07,dd94e2bc5601,169.0,100.0,1.0,1
194,2023-09-07,3a95d538a917,229.0,120.0,1.0,1
195,2023-09-07,d63b63612407,169.0,120.0,3.0,1
196,2023-09-07,bc2f82a22e11,189.0,120.0,2.0,1
197,2023-09-07,f0c2857afa61,199.0,120.0,2.0,1
198,2023-09-07,e7ff6ea67040,229.0,130.0,2.0,1
199,2023-09-07,4cf0bb777594,489.0,340.0,3.0,1
200,2023-09-08,d63b63612407,169.0,120.0,3.0,1
201,2023-09-08,bc2f82a22e11,189.0,120.0,7.0,1
202,2023-09-08,4cf0bb777594,489.0,340.0,4.0,1
203,2023-09-09,95879f411e24,189.0,100.0,4.0,1
204,2023-09-09,389412076801,189.0,100.0,3.0,1
205,2023-09-09,3a95d538a917,229.0,120.0,1.0,1
206,2023-09-09,d63b63612407,169.0,120.0,2.0,1
207,2023-09-09,bc2f82a22e11,189.0,120.0,8.0,1
208,2023-09-09,f0c2857afa61,199.0,120.0,1.0,1
209,2023-09-09,44c942fe217c,549.0,240.0,4.0,1
210,2023-09-09,e60d890f2812,389.0,270.0,4.0,1
211,2023-09-09,a9d8c085adc0,569.0,300.0,3.0,1
212,2023-09-09,fb45888e228e,589.0,320.0,1.0,1
213,2023-09-09,17abde81f33d,479.0,330.0,2.0,1
214,2023-09-09,4cf0bb777594,489.0,340.0,3.0,1
215,2023-09-09,74d6ed799e21,549.0,380.0,7.0,1
216,2023-09-09,f049b16ba53a,749.0,380.0,6.0,1
217,2023-09-09,74e52a7dd94e,990.0,499.0,2.0,1
218,2023-09-10,389412076801,189.0,100.0,1.0,1
219,2023-09-10,bc2f82a22e11,189.0,120.0,2.0,1
220,2023-09-10,f0c2857afa61,199.0,120.0,1.0,1
221,2023-09-10,e60d890f2812,389.0,270.0,1.0,1
222,2023-09-10,4cf0bb777594,489.0,340.0,1.0,1
223,2023-09-11,f611e25fa53a,579.0,320.0,2.0,1
224,2023-09-11,74e52a7dd94e,990.0,499.0,1.0,1
225,2023-09-12,389412076801,189.0,100.0,2.0,1
226,2023-09-12,44c942fe217c,549.0,240.0,2.0,1
227,2023-09-12,fb45888e228e,589.0,320.0,3.0,1
228,2023-09-12,17abde81f33d,479.0,330.0,1.0,1
229,2023-09-12,4849cb059ba3,569.0,380.0,5.0,1
230,2023-09-12,76c18abd8f7c,539.0,390.0,1.0,1
231,2023-09-13,74d6ed799e21,549.0,380.0,1.0,1
232,2023-09-14,389412076801,189.0,100.0,1.0,1
233,2023-09-14,0e39cf5d57c1,159.0,100.0,1.0,1
234,2023-09-14,d63b63612407,169.0,120.0,1.0,1
235,2023-09-14,e7ff6ea67040,229.0,130.0,2.0,1
236,2023-09-14,fb45888e228e,589.0,320.0,4.0,1
237,2023-09-14,4849cb059ba3,569.0,380.0,1.0,1
238,2023-09-14,74d6ed799e21,549.0,380.0,1.0,1
239,2023-09-14,f049b16ba53a,749.0,380.0,1.0,1
240,2023-09-14,74e52a7dd94e,990.0,499.0,1.0,1
241,2023-09-15,389412076801,189.0,100.0,1.0,1
242,2023-09-15,3a95d538a917,229.0,120.0,2.0,1
243,2023-09-15,d63b63612407,169.0,120.0,5.0,1
244,2023-09-15,f0c2857afa61,199.0,120.0,3.0,1
245,2023-09-15,e7ff6ea67040,229.0,130.0,3.0,1
246,2023-09-15,fb45888e228e,589.0,320.0,2.0,1
247,2023-09-16,95879f411e24,189.0,100.0,1.0,1
248,2023-09-16,389412076801,189.0,100.0,3.0,1
249,2023-09-16,dd94e2bc5601,169.0,100.0,12.0,1
250,2023-09-16,3a95d538a917,229.0,120.0,1.0,1
251,2023-09-16,d63b63612407,169.0,120.0,5.0,1
252,2023-09-16,fb45888e228e,589.0,320.0,1.0,1
253,2023-09-16,4849cb059ba3,569.0,380.0,1.0,1
254,2023-09-16,f049b16ba53a,749.0,380.0,2.0,1
255,2023-09-17,dd94e2bc5601,169.0,100.0,1.0,1
256,2023-09-17,f0c2857afa61,199.0,120.0,2.0,1
257,2023-09-17,e60d890f2812,389.0,270.0,1.0,1
258,2023-09-17,fb45888e228e,589.0,320.0,2.0,1
259,2023-09-17,4849cb059ba3,569.0,380.0,1.0,1
260,2023-09-17,f049b16ba53a,749.0,380.0,5.0,1
261,2023-09-18,95879f411e24,189.0,100.0,4.0,1
262,2023-09-18,0e39cf5d57c1,159.0,100.0,10.0,1
263,2023-09-18,dd94e2bc5601,169.0,100.0,10.0,1
264,2023-09-18,fb45888e228e,589.0,320.0,2.0,1
265,2023-09-18,4849cb059ba3,569.0,380.0,1.0,1
266,2023-09-18,f049b16ba53a,749.0,380.0,5.0,1
267,2023-09-18,76c18abd8f7c,539.0,390.0,1.0,1
268,2023-09-18,9f45a49e5ee4,899.0,630.0,1.0,1
269,2023-09-19,95879f411e24,189.0,100.0,1.0,1
270,2023-09-19,4849cb059ba3,569.0,380.0,2.0,1
271,2023-09-19,76c18abd8f7c,539.0,390.0,3.0,1
272,2023-09-20,44c942fe217c,549.0,240.0,4.0,1
273,2023-09-20,9f45a49e5ee4,899.0,630.0,1.0,1
274,2023-09-21,0e39cf5d57c1,159.0,100.0,1.0,1
275,2023-09-21,3a95d538a917,229.0,120.0,4.0,1
276,2023-09-21,f0c2857afa61,199.0,120.0,1.0,1
277,2023-09-21,44c942fe217c,549.0,240.0,3.0,1
278,2023-09-21,4849cb059ba3,569.0,380.0,2.0,1
279,2023-09-21,76c18abd8f7c,539.0,390.0,1.0,1
280,2023-09-21,74e52a7dd94e,990.0,499.0,1.0,1
281,2023-09-22,d63b63612407,169.0,120.0,1.0,1
282,2023-09-22,4cf0bb777594,489.0,340.0,2.0,1
283,2023-09-23,fb45888e228e,589.0,320.0,1.0,1
284,2023-09-23,f611e25fa53a,579.0,320.0,3.0,1
285,2023-09-23,17abde81f33d,479.0,330.0,1.0,1
286,2023-09-23,4849cb059ba3,569.0,380.0,1.0,1
287,2023-09-23,f049b16ba53a,749.0,380.0,2.0,1
288,2023-09-24,3a95d538a917,229.0,120.0,4.0,1
289,2023-09-24,e60d890f2812,389.0,270.0,1.0,1
290,2023-09-24,f611e25fa53a,579.0,320.0,6.0,1
291,2023-09-24,4cf0bb777594,489.0,340.0,1.0,1
292,2023-09-24,4849cb059ba3,569.0,380.0,1.0,1
293,2023-09-24,9f45a49e5ee4,899.0,630.0,1.0,1
294,2023-09-25,74e52a7dd94e,1390.0,490.0,6.0,1
295,2023-09-26,44c942fe217c,549.0,240.0,8.0,1
296,2023-09-26,17abde81f33d,479.0,330.0,1.0,1
297,2023-09-26,4849cb059ba3,569.0,380.0,1.0,1
298,2023-09-26,76c18abd8f7c,539.0,390.0,3.0,1
299,2023-09-27,95879f411e24,189.0,100.0,2.0,1
300,2023-09-27,3a95d538a917,229.0,120.0,1.0,1
301,2023-09-27,74e52a7dd94e,1390.0,490.0,1.0,1
302,2023-09-28,95879f411e24,189.0,100.0,2.0,1
303,2023-09-28,0e39cf5d57c1,159.0,100.0,1.0,1
304,2023-09-28,3a95d538a917,229.0,120.0,4.0,1
305,2023-09-28,d63b63612407,169.0,120.0,3.0,1
306,2023-09-28,f0c2857afa61,199.0,120.0,2.0,1
307,2023-09-28,e7ff6ea67040,229.0,130.0,9.0,1
308,2023-09-28,f611e25fa53a,579.0,320.0,1.0,1
309,2023-09-28,17abde81f33d,479.0,330.0,1.0,1
310,2023-09-28,76c18abd8f7c,539.0,390.0,1.0,1
311,2023-09-28,74e52a7dd94e,1390.0,490.0,1.0,1
312,2023-09-29,0e39cf5d57c1,159.0,100.0,2.0,1
313,2023-09-29,3a95d538a917,229.0,120.0,2.0,1
314,2023-09-29,d63b63612407,169.0,120.0,3.0,1
315,2023-09-29,bc2f82a22e11,189.0,120.0,1.0,1
316,2023-09-29,f0c2857afa61,199.0,120.0,4.0,1
317,2023-09-29,e7ff6ea67040,229.0,130.0,2.0,1
318,2023-09-29,4849cb059ba3,569.0,380.0,1.0,1
319,2023-09-29,9f45a49e5ee4,899.0,630.0,2.0,1
320,2023-09-30,95879f411e24,189.0,100.0,1.0,1
321,2023-09-30,3a95d538a917,229.0,120.0,2.0,1
322,2023-09-30,bc2f82a22e11,189.0,120.0,2.0,1
323,2023-09-30,f0c2857afa61,199.0,120.0,2.0,1
324,2023-09-30,e7ff6ea67040,229.0,130.0,3.0,1
325,2023-09-30,17abde81f33d,479.0,330.0,1.0,1
326,2023-09-30,76c18abd8f7c,539.0,390.0,1.0,1
327,2023-09-30,9f45a49e5ee4,899.0,630.0,1.0,1
328,2023-10-02,bc2f82a22e11,189.0,100.0,10.0,1
329,2023-10-02,dd94e2bc5601,169.0,100.0,6.0,1
330,2023-10-02,d63b63612407,169.0,110.0,3.0,1
331,2023-10-02,3a95d538a917,229.0,120.0,7.0,1
332,2023-10-02,95879f411e24,189.0,120.0,2.0,1
333,2023-10-02,f0c2857afa61,199.0,120.0,2.0,1
334,2023-10-02,0e39cf5d57c1,159.0,120.0,5.0,1
335,2023-10-02,e7ff6ea67040,229.0,160.0,14.0,1
336,2023-10-02,4cf0bb777594,489.0,370.0,1.0,1
337,2023-10-03,dd94e2bc5601,169.0,100.0,2.0,1
338,2023-10-03,d63b63612407,169.0,110.0,7.0,1
339,2023-10-03,3a95d538a917,229.0,120.0,3.0,1
340,2023-10-03,95879f411e24,189.0,120.0,6.0,1
341,2023-10-03,f0c2857afa61,199.0,120.0,5.0,1
342,2023-10-03,0e39cf5d57c1,159.0,120.0,10.0,1
343,2023-10-03,e7ff6ea67040,229.0,160.0,39.0,1
344,2023-10-03,e60d890f2812,389.0,270.0,1.0,1
345,2023-10-04,95879f411e24,189.0,120.0,2.0,1
346,2023-10-04,44c942fe217c,549.0,250.0,1.0,1
347,2023-10-04,fb45888e228e,589.0,330.0,1.0,1
348,2023-10-04,17abde81f33d,479.0,340.0,1.0,1
349,2023-10-05,bc2f82a22e11,189.0,100.0,5.0,1
350,2023-10-05,389412076801,189.0,100.0,2.0,1
351,2023-10-05,dd94e2bc5601,169.0,100.0,4.0,1
352,2023-10-05,d63b63612407,169.0,110.0,2.0,1
353,2023-10-05,3a95d538a917,229.0,120.0,1.0,1
354,2023-10-05,f0c2857afa61,199.0,120.0,1.0,1
355,2023-10-05,0e39cf5d57c1,159.0,120.0,2.0,1
356,2023-10-05,e7ff6ea67040,229.0,160.0,3.0,1
357,2023-10-05,fb45888e228e,589.0,330.0,1.0,1
358,2023-10-06,bc2f82a22e11,189.0,100.0,5.0,1
359,2023-10-06,389412076801,189.0,100.0,1.0,1
360,2023-10-06,dd94e2bc5601,169.0,100.0,7.0,1
361,2023-10-06,d63b63612407,169.0,110.0,8.0,1
362,2023-10-06,3a95d538a917,229.0,120.0,1.0,1
363,2023-10-06,95879f411e24,189.0,120.0,4.0,1
364,2023-10-06,f0c2857afa61,199.0,120.0,3.0,1
365,2023-10-06,0e39cf5d57c1,159.0,120.0,6.0,1
366,2023-10-06,e7ff6ea67040,229.0,160.0,2.0,1
367,2023-10-06,e60d890f2812,389.0,270.0,2.0,1
368,2023-10-06,74d6ed799e21,549.0,370.0,2.0,1
369,2023-10-06,4cf0bb777594,489.0,370.0,1.0,1
370,2023-10-06,4849cb059ba3,569.0,380.0,1.0,1
371,2023-10-07,bc2f82a22e11,189.0,100.0,2.0,1
372,2023-10-07,389412076801,189.0,100.0,1.0,1
373,2023-10-07,dd94e2bc5601,169.0,100.0,5.0,1
374,2023-10-07,f0c2857afa61,199.0,120.0,5.0,1
375,2023-10-07,0e39cf5d57c1,159.0,120.0,1.0,1
376,2023-10-07,e7ff6ea67040,229.0,160.0,6.0,1
377,2023-10-07,e60d890f2812,389.0,270.0,2.0,1
378,2023-10-07,4cf0bb777594,489.0,370.0,2.0,1
379,2023-10-07,4849cb059ba3,569.0,380.0,1.0,1
380,2023-10-07,f049b16ba53a,749.0,380.0,1.0,1
381,2023-10-07,68e23e669702,699.0,400.0,3.0,1
382,2023-10-07,9f45a49e5ee4,899.0,620.0,1.0,1
383,2023-10-08,bc2f82a22e11,189.0,100.0,1.0,1
384,2023-10-08,389412076801,189.0,100.0,4.0,1
385,2023-10-08,dd94e2bc5601,169.0,100.0,3.0,1
386,2023-10-08,95879f411e24,189.0,120.0,1.0,1
387,2023-10-08,e60d890f2812,389.0,270.0,3.0,1
388,2023-10-08,a9d8c085adc0,569.0,330.0,2.0,1
389,2023-10-08,4849cb059ba3,569.0,380.0,1.0,1
390,2023-10-08,f049b16ba53a,749.0,380.0,1.0,1
391,2023-10-09,389412076801,189.0,100.0,3.0,1
392,2023-10-09,dd94e2bc5601,169.0,100.0,3.0,1
393,2023-10-09,3a95d538a917,229.0,120.0,2.0,1
394,2023-10-09,6d38b982dc71,499.0,250.0,1.0,1
395,2023-10-09,e60d890f2812,389.0,270.0,4.0,1
396,2023-10-09,4849cb059ba3,569.0,380.0,5.0,1
397,2023-10-09,f049b16ba53a,749.0,380.0,5.0,1
398,2023-10-10,dd94e2bc5601,169.0,100.0,1.0,1
399,2023-10-10,3a95d538a917,229.0,120.0,1.0,1
400,2023-10-10,95879f411e24,189.0,120.0,5.0,1
401,2023-10-10,e5cebf9a2793,479.0,250.0,1.0,1
402,2023-10-10,e60d890f2812,389.0,270.0,1.0,1
403,2023-10-10,a9d8c085adc0,569.0,330.0,1.0,1
404,2023-10-10,74d6ed799e21,549.0,370.0,2.0,1
405,2023-10-10,4849cb059ba3,569.0,380.0,3.0,1
406,2023-10-10,9f45a49e5ee4,899.0,620.0,1.0,1
407,2023-10-11,a9d8c085adc0,569.0,330.0,1.0,1
408,2023-10-11,74d6ed799e21,549.0,370.0,2.0,1
409,2023-10-12,3a95d538a917,229.0,120.0,2.0,1
410,2023-10-12,e7ff6ea67040,229.0,160.0,2.0,1
411,2023-10-12,f049b16ba53a,749.0,380.0,2.0,1
412,2023-10-12,68e23e669702,699.0,400.0,2.0,1
413,2023-10-13,e60d890f2812,389.0,270.0,3.0,1
414,2023-10-14,389412076801,189.0,100.0,3.0,1
415,2023-10-14,d63b63612407,169.0,110.0,1.0,1
416,2023-10-14,3a95d538a917,229.0,120.0,2.0,1
417,2023-10-14,0e39cf5d57c1,159.0,120.0,2.0,1
418,2023-10-14,e5cebf9a2793,479.0,250.0,1.0,1
419,2023-10-14,44c942fe217c,549.0,250.0,3.0,1
420,2023-10-14,f611e25fa53a,579.0,320.0,1.0,1
421,2023-10-14,74d6ed799e21,549.0,370.0,1.0,1
422,2023-10-14,4849cb059ba3,569.0,380.0,1.0,1
423,2023-10-14,f049b16ba53a,749.0,380.0,1.0,1
424,2023-10-15,bc2f82a22e11,189.0,100.0,3.0,1
425,2023-10-15,389412076801,189.0,100.0,1.0,1
426,2023-10-15,d63b63612407,169.0,110.0,5.0,1
427,2023-10-15,3a95d538a917,229.0,120.0,2.0,1
428,2023-10-15,95879f411e24,189.0,120.0,6.0,1
429,2023-10-15,0e39cf5d57c1,159.0,120.0,7.0,1
430,2023-10-15,e5cebf9a2793,479.0,250.0,1.0,1
431,2023-10-15,e60d890f2812,389.0,270.0,1.0,1
432,2023-10-15,f611e25fa53a,579.0,320.0,1.0,1
433,2023-10-15,74d6ed799e21,549.0,370.0,9.0,1
434,2023-10-15,4cf0bb777594,489.0,370.0,2.0,1
435,2023-10-15,4849cb059ba3,569.0,380.0,1.0,1
436,2023-10-15,68e23e669702,699.0,400.0,5.0,1
437,2023-10-16,bc2f82a22e11,189.0,100.0,1.0,1
438,2023-10-16,d63b63612407,169.0,110.0,1.0,1
