,item_id,date,store_id
209,978be69b9541,2019-10-17,1
210,24b8cffc4a30,2019-10-17,1
211,903abbca42ad,2019-10-17,1
212,a076b9f6a545,2019-10-17,1
213,fd2978388bac,2019-10-17,1
214,a35839e7c6a1,2024-03-25,1
215,722f29e3c0c6,2021-09-09,1
216,ad808143d47a,2023-09-13,1
217,b833aacad920,2024-01-18,1
218,25297c1384f4,2019-10-17,1
219,3be13520e2cb,2023-11-15,1
220,7ed9907fb2a0,2020-06-29,1
221,dbee2c08cce7,2022-01-26,1
222,3ef6820c514c,2023-10-20,1
223,f4cf20343889,2023-03-21,1
224,2b12f7ce5f10,2019-10-17,1
225,ed33a2b2f289,2019-10-17,1
226,b22bd41ce0bb,2019-10-17,1
227,08ae8e21a444,2024-03-31,1
228,85da2505e688,2024-03-01,1
229,194d8c55c48d,2019-10-17,1
230,da9629ef8221,2019-10-17,1
231,2a6ea1c17893,2019-10-17,1
232,f0a8030adabd,2019-10-17,1
233,095f56ad8ee7,2019-10-17,1
234,952b1c3c18b0,2019-10-17,1
235,796238fd9655,2019-10-17,1
236,14e190fb4e06,2019-10-17,1
237,e7e801740b7b,2019-10-17,1
238,8921d167f26a,2019-10-17,1
239,f69415548430,2024-05-19,1
240,e7db0660878b,2019-10-17,1
241,6c2ef73a37f4,2022-09-22,1
242,e4673c170d5a,2020-11-30,1
243,43c372ac543c,2020-11-30,1
244,8a2740129d45,2023-09-13,1
245,227691cacdd5,2019-10-17,1
246,0577f5798413,2019-10-17,1
247,83ff6dd69836,2019-10-17,1
248,8c8cfa167c4f,2019-10-17,1
249,c3565699f958,2022-09-07,1
250,743f4940b27f,2019-10-17,1
251,6a53655fdfe9,2019-10-17,1
252,7e7bd3dab69d,2019-10-17,1
253,bc4e18198585,2019-10-17,1
254,2dd700cade13,2019-10-17,1
255,6df320c1c285,2019-10-17,1
256,cb76df89edbc,2019-10-17,1
257,2e36fbed6198,2019-10-17,1
258,e571cfe70872,2019-10-17,1
259,c33ff1915254,2019-10-17,1
260,4a3a8c35cfe1,2024-05-15,1
261,9b3f8e975987,2019-10-17,1
262,3e3b191ba327,2019-10-17,1
263,6f4e81ab7362,2023-09-13,1
264,26a246eb1230,2024-05-16,1
265,56e8140a6950,2023-09-13,1
266,a00d82843647,2023-09-13,1
267,a4d5efbb25d6,2019-10-17,1
268,d46bc9bcfe46,2019-10-17,1
269,b0f46ada04c9,2019-10-17,1
270,56b9e804d6e1,2019-10-17,1
271,4c479595ef84,2019-10-17,1
272,0490f9ff0852,2019-10-17,1
273,e4b96e7f7102,2024-08-19,1
274,9cc9ba2ec5a4,2024-08-19,1
275,4197d836c78b,2019-10-17,1
276,c1b874b62220,2019-10-17,1
277,9c39d288a83f,2021-08-30,1
278,514e2fd286a0,2019-10-17,1
279,be9d5b9d6986,2020-04-10,1
280,9e1014584fc6,2019-10-17,1
281,a9758dda2616,2019-10-17,1
282,d9c44c71c039,2019-12-20,1
283,0bd1661c472e,2023-09-13,1
284,66dcdf3628de,2019-10-17,1
285,aa52de8d7028,2023-02-14,1
286,149200c088c5,2019-10-17,1
287,99db11cc23ba,2019-10-17,1
288,f716a234b3f7,2019-10-17,1
289,1d9b60ee79ed,2019-10-17,1
290,d6a153928c95,2019-10-17,1
291,83044e8f052f,2019-10-17,1
292,88b01ef0b4c2,2019-10-17,1
293,0fb6f39fca72,2019-10-17,1
294,d18ef0f8f670,2020-04-03,1
295,4f2eb873f6f5,2019-10-17,1
296,be4764392e15,2023-02-27,1
297,c04f21b16c09,2019-10-17,1
298,bac4fa5eaae1,2024-06-07,1
299,d62802f81f16,2019-10-17,1
300,edc0da877c34,2019-10-17,1
301,e51add3c0b01,2019-10-17,1
302,ecb324e6330d,2022-09-20,1
303,a9654a33b57b,2019-10-17,1
304,2f82ff077140,2023-09-13,1
305,07843cca5f60,2019-10-17,1
306,69f3ad2c097c,2019-10-17,1
307,872d41f7cce5,2019-10-17,1
308,5fa47a5afd73,2019-10-17,1
309,6e861957c05b,2019-10-17,1
310,9ffec90ac0d0,2019-10-17,1
311,bfd65341b109,2019-10-17,1
312,a3bba58c50e1,2019-10-17,1
313,61a27226f770,2019-10-17,1
314,245207cf5402,2019-10-17,1
315,b32677852f43,2019-10-17,1
316,c7a1c6089ec1,2021-07-13,1
317,a0c644e856b4,2019-10-17,1
318,b6682caa38bb,2019-10-17,1
319,7ad00f55ac38,2019-10-17,1
320,c85827b5c866,2019-10-17,1
321,2e5049f53201,2019-10-17,1
322,34d64a533147,2023-10-10,1
323,cde97a9ec3ef,2019-10-17,1
324,7a6f30845ef4,2019-10-17,1
325,f1a35d7d01af,2022-12-22,1
326,9bdefee9e7b5,2020-04-14,1
327,4cdc4e6529f7,2022-09-08,1
328,c5f6b4ffc423,2019-10-17,1
329,20073daefd5b,2023-09-13,1
330,68f9a995a501,2023-09-13,1
331,c6d3d9cbf7a8,2019-10-17,1
332,d577e7a9112b,2019-10-17,1
333,4ce86d65904b,2019-10-17,1
334,865a5f2dbf2e,2019-10-17,1
335,cea76b0b8853,2023-10-23,1
336,89caab19e9d0,2019-10-17,1
337,65e0be00e686,2019-10-17,1
338,8218565b9755,2024-04-03,1
339,499034b7d529,2024-05-19,1
340,2a37346a2dc8,2020-12-13,1
341,e7bfae6a0bc8,2020-04-08,1
342,ff35e6a8c106,2019-10-17,1
343,6ff3a373d225,2023-01-08,1
344,ef719f105bd9,2023-01-08,1
345,9733b8e63ee7,2019-10-17,1
346,7d9708e79804,2023-01-08,1
347,def4adf624b0,2019-10-17,1
348,4683f1af5101,2019-10-17,1
349,abd36f8395bf,2019-10-17,1
350,6ed980098655,2023-02-22,1
351,e2d816701cab,2023-10-09,1
352,2abf73aba4e9,2019-10-17,1
353,075a73fd2d3e,2019-10-17,1
354,f3a55595e348,2019-10-17,1
355,cd42219b40fb,2019-10-17,1
356,097f699811d6,2019-10-17,1
357,9ed0266094a6,2022-08-12,1
358,fe52c9c506f6,2019-10-17,1
359,9fd2adcb728e,2023-01-08,1
360,2883f571c78b,2023-01-08,1
361,e3d76037721f,2019-10-17,1
362,09f7d0f33c40,2019-10-17,1
363,44de1a6977d2,2019-10-17,1
364,60af225f5d57,2019-10-17,1
365,3ddefa4753e9,2019-10-17,1
366,5fed99133189,2022-07-12,1
367,6e757d795523,2019-10-17,1
368,3d424f6e46ff,2019-10-17,1
369,3b3600490b1c,2019-10-17,1
370,3a04aa3ed637,2019-10-17,1
371,2b933a1839e0,2019-10-17,1
372,d1454ca690ec,2019-10-17,1
373,c650f36a638e,2019-10-17,1
374,189da2504233,2019-10-17,1
375,9437e1791ba2,2024-09-09,1
376,e18a9661ac30,2023-12-17,1
377,10e1b3e4bc17,2021-09-15,1
378,93cdf8726603,2019-10-17,1
379,f2c28f6d34ae,2019-10-17,1
380,93df3cf13fc1,2019-10-17,1
381,a13d1d4f0210,2019-10-17,1
382,c55b66222c3c,2019-10-17,1
383,f916851d5bc3,2019-10-17,1
384,ca48bcb86b97,2019-10-17,1
385,4d47c1c24c0f,2019-10-17,1
386,c317dcd6988b,2019-10-17,1
387,7cbac7962028,2019-10-17,1
388,bf84c0bbd039,2019-10-17,1
389,3ece3e657fe8,2019-10-17,1
390,4b87f18c8e82,2022-10-30,1
391,71a3b700acc6,2022-10-30,1
392,8aa3e2306365,2022-11-01,1
393,373f7c046444,2022-10-30,1
394,9c60d606d37d,2022-10-30,1
395,66a7b52ac5b9,2019-10-17,1
396,e45041fe8af6,2019-10-17,1
397,67cc05fc5520,2022-11-06,1
398,68213d05f23c,2022-10-30,1
399,cfd97a236398,2022-10-30,1
400,c7399db358e2,2022-05-31,1
401,ef0504d0c25f,2019-10-17,1
402,41919e1b1559,2019-10-17,1
403,1f7f4656862b,2024-09-04,1
404,162f9af9c6a9,2019-10-17,1
405,a2aceac5aec6,2019-10-17,1
406,2b2cfab50359,2023-06-26,1
407,65807e892fb4,2023-06-26,1
408,c47bfcbc99d4,2019-10-17,1
409,b65dd6f71f6f,2019-10-17,1
410,d0883133d86e,2019-10-17,1
411,998f3bd5783c,2019-10-17,1
412,1e07b188c897,2019-10-17,1
413,9149713506a0,2019-10-17,1
414,3fd366691dbb,2019-10-17,1
415,46f90f138b28,2021-01-22,1
416,3920c3256b6e,2021-08-16,1
417,c883952c05df,2024-09-25,1
418,e43a4268b7b1,2019-10-17,1
419,d33f454528df,2019-10-17,1
420,313946afa4ee,2019-10-17,1
421,aac1a80501da,2019-10-17,1
422,a975b84dbab7,2019-10-17,1
423,5fb7f035a84d,2023-09-13,1
424,3ddd97fd2212,2019-10-17,1
425,9c4e5242e9dc,2019-10-17,1
426,6f5e95b88884,2023-03-15,1
427,dbf6fa17f142,2020-11-30,1
428,d1d02b512312,2019-10-17,1
429,f0793bc044d9,2019-10-17,1
430,2d6e6a3c90e2,2019-10-17,1
431,9ada7cb69b75,2019-10-17,1
432,e6517d5b5092,2019-10-17,1
433,499716546aa9,2019-10-17,1
434,1792e7f62ac0,2022-03-24,1
435,f1073f13026b,2019-10-17,1
436,186ab5d958cf,2019-10-17,1
437,722d73182f0d,2019-10-17,1
438,be4cde58e6f5,2023-09-13,1
439,3b292ebdbc51,2019-10-17,1
440,0d6f1a7c9c12,2019-10-17,1
441,f857ae19242f,2019-10-17,1
442,75f23a9c4347,2021-10-15,1
443,e1bb3e1389e9,2019-10-17,1
444,501ac019db92,2019-10-17,1
445,79d880ca6357,2019-10-17,1
446,419ff891c40f,2019-10-17,1
447,575ef5a350ad,2024-02-14,1
448,119b9f0769c2,2022-02-01,1
449,fd89679cc62d,2019-10-17,1
450,c4f86f2105d3,2023-05-03,1
451,159380bd79b2,2023-05-03,1
452,bc144e3756b9,2019-10-17,1
453,e324fbd29fbe,2019-10-17,1
454,2da9358d3012,2019-10-17,1
455,150c62dfa612,2019-10-17,1
456,c11271bff177,2019-10-17,1
457,f4551dc39cf0,2019-10-17,1
458,73d1ee761200,2019-10-17,1
459,049a0a3bddef,2023-09-22,1
460,bbd2d0e48ee6,2019-10-17,1
461,7a88a2ff020d,2019-10-17,1
462,bc3c2495c0fd,2019-10-17,1
463,92108b65802c,2024-04-03,1
464,56d589a8fcb7,2019-10-17,1
465,ff733b650f7f,2019-10-17,1
466,2a1822491646,2020-07-07,1
467,8ddf239d0d9b,2019-10-17,1
468,f948a65cd8a3,2022-09-15,1
469,5837dafd03fe,2022-09-15,1
470,2fdb2da52d77,2022-09-15,1
471,c27e96b9e52e,2019-10-17,1
472,ebf2a6dedec8,2019-10-17,1
473,6c3dfc30b5ec,2019-10-17,1
474,3a2893870772,2019-10-17,1
475,5274e8649a56,2019-10-17,1
476,c245e1591a81,2022-08-16,1
477,e9dc86a40675,2022-08-16,1
478,42b27906da4f,2021-09-27,1
479,a2dd586c12db,2019-10-17,1
480,0fc8ac971529,2019-10-17,1
481,c5729c53650f,2019-10-17,1
482,bebc23d03e83,2019-10-17,1
483,204e79ba07d0,2019-10-17,1
484,7ed29c297733,2019-10-17,1
485,6f4c602cfd48,2019-10-17,1
486,848bfe373a13,2019-10-17,1
487,08a9aa9fcd25,2024-08-19,1
488,bf67136e4a24,2019-10-17,1
489,fa63009db3a5,2019-10-17,1
490,22f977a30165,2019-10-17,1
491,d281c3cccf6c,2019-10-17,1
492,91c0eb4d44e2,2019-10-17,1
493,a8871e93ded9,2019-10-17,1
494,396ab7fdef2b,2019-10-17,1
495,132663c72eaa,2019-10-17,1
496,1a20c025b36b,2019-10-17,1
497,4e2edcf23803,2023-09-13,1
498,09366a1235d4,2019-10-17,1
499,4108a53e1003,2019-10-17,1
500,88773b230ca7,2021-09-03,1
501,bca3b92e2222,2019-10-17,1
502,ea6656ae1dd7,2019-10-17,1
503,90e4c35e6830,2019-10-17,1
504,ee9b30590a29,2019-10-17,1
505,b8cf3d2a8f13,2019-10-17,1
506,9c52793539b6,2019-10-17,1
507,282452e5d276,2019-10-17,1
508,95833d99e8e4,2019-10-17,1
509,98f7d46da8f8,2019-10-17,1
510,3fc2c980552e,2019-10-17,1
511,4123aac1a567,2019-10-17,1
512,ff9c103fe6a7,2019-10-17,1
513,6599c7735da4,2019-10-17,1
514,cdb2bc539a65,2019-10-17,1
515,8123b297c254,2023-12-05,1
516,54482b128129,2023-02-28,1
517,5266b36816fd,2024-06-20,1
518,59eaf2ab9a94,2024-01-12,1
519,fd92366c38bf,2024-01-12,1
520,bcb7a03c6b5c,2019-10-17,1
521,8bef8658f820,2019-10-17,1
522,8ceaeb425c21,2022-05-25,1
523,9cbd3e75c39c,2019-10-17,1
524,400d2909c512,2019-10-17,1
525,c476f912d04c,2019-10-17,1
526,b7350b06e86d,2019-10-17,1
527,423fe9206040,2019-10-17,1
528,3b780d1d89a7,2019-10-17,1
529,25bda72ca892,2019-10-17,1
530,b8b11785d390,2022-10-12,1
531,7914de20936e,2019-10-17,1
532,0c57ccead50a,2019-10-17,1
533,54ef8a3a18e2,2019-10-17,1
534,ed59c56017a1,2024-06-10,1
535,5e28b921b787,2024-06-10,1
536,f480a40e7caf,2021-08-22,1
537,d5efa61751e1,2019-10-17,1
538,4f7a900b3b7d,2023-09-13,1
539,d3986b603960,2023-09-26,1
540,e9276a7a0fcc,2023-09-13,1
541,43e0513bfad2,2019-10-17,1
542,788b353d6cae,2019-10-17,1
543,fd76f6ca31b2,2020-07-07,1
544,3e6b58410995,2020-07-07,1
545,8568ae2992de,2019-10-17,1
546,5fee9c7cb282,2019-10-17,1
547,6f234bd79616,2019-10-17,1
548,61cd86418f43,2019-10-17,1
549,4458d1f9a67c,2019-12-02,1
550,c28766899726,2023-09-13,1
551,6286ff20826e,2019-10-17,1
552,d69a19fd99eb,2024-09-03,1
553,0cd49f5f1186,2019-10-17,1
554,fa3ca637fa03,2024-09-24,1
555,105b871b4f93,2019-10-17,1
556,be3dff100a98,2019-10-17,1
557,3a7b5f6e3ec5,2019-10-17,1
558,3bcca36c5a74,2024-09-24,1
559,b98a6c55bfe8,2019-10-17,1
560,3db491dd53cf,2019-10-17,1
561,72599c797788,2019-10-17,1
562,fbcb81977647,2019-10-17,1
563,ce145a0bfcc8,2023-09-13,1
564,08f72521db98,2022-07-06,1
565,ec66a735df67,2022-07-06,1
566,7adde35c68ac,2022-07-06,1
567,ea55b4d2fae7,2019-10-17,1
568,08dcb6d0c9bb,2022-03-22,1
569,e6a3ab8acdcf,2019-10-17,1
570,4aca4c4278b0,2019-10-17,1
571,ab55b60fb4cf,2020-05-19,1
572,421f9c25a800,2020-07-07,1
573,17fef8be74f9,2019-10-17,1
574,4552f045d49d,2023-11-20,1
575,d0d95ba197c4,2019-10-17,1
576,d7b1230feaf7,2020-08-18,1
577,10a5bd97291b,2019-10-17,1
578,bafa9052763d,2019-10-17,1
579,9255e8ec0f15,2019-10-17,1
580,ae6999915746,2022-09-19,1
581,80f469648909,2024-01-22,1
582,555e082c7275,2020-01-20,1
583,52ec6b2d9cb0,2020-11-30,1
584,49407f7f0c9f,2022-01-28,1
585,a9cf8c296d0a,2022-10-19,1
586,c51e4ec506c9,2019-10-17,1
587,f74fae8d245e,2023-11-14,1
588,dcca63bdc625,2021-03-18,1
589,4bb265f6b9a3,2019-10-17,1
590,fc97a4c6f1a4,2022-09-12,1
591,570a50d9949a,2022-08-09,1
592,c603c2791b05,2023-09-13,1
593,66ba56fe4952,2019-10-17,1
594,5e095701f6e9,2019-10-17,1
595,11ccc76e1a03,2024-01-29,1
596,7834b785b6b5,2019-10-17,1
597,05e0bda28a5a,2019-10-17,1
598,f5a1b2872a81,2019-10-17,1
599,34caffc6f290,2019-10-17,1
600,71c32731feff,2019-10-17,1
601,1b03ea820741,2019-10-17,1
602,3c078aa268de,2024-03-17,1
603,7e2b7f919028,2019-11-20,1
604,7f1c01227da1,2023-06-02,1
605,81f64aa8a647,2019-10-17,1
606,35afa2005a88,2019-10-17,1
607,1681ff29303d,2022-09-04,1
608,bb26e3414b58,2019-10-17,1
609,b6cad64480b9,2024-03-28,1
610,44dce75759a7,2019-10-17,1
611,ec3a8b810a01,2024-01-31,1
612,e20bdc1794fb,2023-09-13,1
613,1138b7fcbc1a,2023-09-13,1
614,7ace50070f94,2024-03-11,1
615,82d851fa90a3,2019-10-17,1
616,aac310ad1e71,2019-10-17,1
617,3ced2d523ff2,2019-10-17,1
618,3ef36398d7e4,2019-10-17,1
619,e9d1c39597d7,2019-10-17,1
620,d200abc0b270,2019-10-17,1
621,68cb0f7ec189,2019-10-17,1
622,d60408378b78,2019-10-17,1
623,6b51822014f5,2019-10-17,1
624,686c0764dd8e,2024-06-18,1
625,ec87699553c7,2019-10-17,1
626,c894d34b7089,2022-09-12,1
627,9c9e049171f3,2019-10-17,1
628,5e00f8769119,2019-10-17,1
629,4b53a00fab29,2019-10-17,1
630,3fd867d0c7e9,2022-08-09,1
631,76c48a7db319,2019-10-17,1
632,59a48e56ffcb,2024-03-14,1
633,6604bd4921c3,2023-09-13,1
634,021df027fac1,2019-10-17,1
635,9a7e315f3f42,2019-10-17,1
636,1710514cc95c,2019-10-17,1
637,3b260de3b7f6,2024-03-21,1
638,705f6edab68c,2019-10-17,1
639,7315e81cab62,2020-04-10,1
640,cbd8645e0c0a,2019-10-17,1
641,142268d078ba,2019-10-17,1
642,79689cadd13d,2023-11-26,1
643,d35f5e246f16,2019-10-17,1
644,01f42a346649,2019-10-17,1
645,e9de30ddb73d,2022-09-01,1
646,fe986be4f88c,2021-03-11,1
647,cbaf7b6c3ef2,2019-10-17,1
648,23d1df2d82b1,2019-10-17,1
649,2af56e345f6e,2022-04-21,1
650,5a7e97626c98,2024-06-28,1
651,b84f07d816af,2019-10-17,1
652,dce9ea7da813,2019-10-17,1
653,0efd102614e7,2019-10-17,1
654,0480d3b32521,2019-10-17,1
655,0e10f8a90253,2019-10-17,1
656,89aa88ff4fa6,2019-10-17,1
657,13e5caa0e495,2019-10-17,1
658,778fae444c09,2019-10-17,1
659,db0476480c6f,2023-09-13,1
660,f566e6537f53,2019-10-17,1
661,5f9316e28667,2022-11-06,1
662,2bc865a9a8da,2022-11-06,1
663,7af2905b6b3a,2024-06-18,1
664,eaf67456b763,2019-10-17,1
665,9aaf19197ef1,2019-10-17,1
666,139b387ebd59,2020-04-30,1
667,7446a3d55d0e,2022-08-21,1
668,259f2c29356d,2020-04-30,1
669,fcd33abe242f,2019-10-17,1
670,f260bf0fb49f,2023-09-13,1
671,01a2ca72b7df,2019-10-17,1
672,11e1ff060b1a,2019-10-17,1
673,cc4d82a028aa,2019-10-17,1
674,ac0341506ebb,2019-10-17,1
675,d1b95f82a0cd,2021-01-22,1
676,35009170dd2a,2019-10-17,1
677,74903e761946,2019-10-17,1
678,28c49a01b762,2019-10-17,1
679,436fa1e85a26,2019-10-17,1
680,bfb034124c77,2019-10-17,1
681,7b7e8acaf745,2020-11-18,1
682,ff649e198b1d,2020-12-07,1
683,80f662702209,2019-10-17,1
684,8027b2b6c8f0,2019-10-17,1
685,cfe48f1562f8,2019-10-17,1
686,5b0950853a55,2019-10-17,1
687,4193fc7ec6db,2019-10-17,1
688,2054b933d980,2019-10-17,1
689,82a706c74d87,2023-11-14,1
690,f465e98ea1c8,2019-11-22,1
691,0e8fa087034e,2023-09-13,1
692,3945c5f394f2,2019-10-17,1
693,5616755b6236,2019-10-17,1
694,1f823512ef16,2023-09-13,1
695,0ee3f2eeab70,2019-10-17,1
696,3f43d1c6116e,2023-06-26,1
