t,node_id,sku,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
1,W2,SKU_B,1575.0,0.0,0.0,0.0,274.0,0.0,EOD,0,0.0,31.5,0.0,17.740000000000002,0.0,49.24
1,R1,SKU_A,312.0,0.0,0.0,155.0,121.0,0.0,EOD,121,121.0,9.36,0.0,0.0,0.0,9.36
1,R1,SKU_B,312.0,0.0,0.0,155.0,121.0,0.0,EOD,121,121.0,9.36,0.0,0.0,0.0,9.36
1,R2,SKU_A,304.0,0.0,0.0,87.0,90.0,0.0,EOD,90,90.0,9.12,0.0,0.0,0.0,9.12
1,R2,SKU_B,304.0,0.0,0.0,87.0,90.0,0.0,EOD,90,90.0,9.12,0.0,0.0,0.0,9.12
1,R3,SKU_A,815.0,0.0,0.0,274.0,268.0,0.0,EOD,268,268.0,24.45,0.0,0.0,0.0,24.45
1,R3,SKU_B,815.0,0.0,0.0,274.0,268.0,0.0,EOD,268,268.0,24.45,0.0,0.0,0.0,24.45
2,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
2,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
2,W1,SKU_A,1304.0,0.0,21.0,242.0,211.0,0.0,EOD,0,0.0,26.080000000000002,0.0,17.11,0.0,43.19
2,W1,SKU_B,1304.0,0.0,21.0,242.0,211.0,0.0,EOD,0,0.0,26.080000000000002,0.0,17.11,0.0,43.19
2,W2,SKU_A,1307.0,0.0,0.0,274.0,268.0,0.0,EOD,0,0.0,26.14,0.0,17.68,0.0,43.82
2,W2,SKU_B,1307.0,0.0,0.0,274.0,268.0,0.0,EOD,0,0.0,26.14,0.0,17.68,0.0,43.82
2,R1,SKU_A,213.0,0.0,0.0,255.0,120.0,0.0,EOD,99,99.0,6.39,0.0,0.0,0.0,6.39
2,R1,SKU_B,213.0,0.0,0.0,255.0,120.0,0.0,EOD,99,99.0,6.39,0.0,0.0,0.0,6.39
2,R2,SKU_A,228.0,0.0,0.0,177.0,76.0,0.0,EOD,76,76.0,6.84,0.0,0.0,0.0,6.84
2,R2,SKU_B,228.0,0.0,0.0,177.0,76.0,0.0,EOD,76,76.0,6.84,0.0,0.0,0.0,6.84
2,R3,SKU_A,662.0,0.0,0.0,542.0,153.0,0.0,EOD,153,153.0,19.86,0.0,0.0,0.0,19.86
2,R3,SKU_B,662.0,0.0,0.0,542.0,153.0,0.0,EOD,153,153.0,19.86,0.0,0.0,0.0,19.86
3,Supplier,SKU_A,0.0,0.0,11.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
3,Supplier,SKU_B,0.0,0.0,11.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
3,W1,SKU_A,1087.0,0.0,0.0,442.0,207.0,0.0,EOD,0,0.0,21.740000000000002,0.0,17.07,0.0,38.81
3,W1,SKU_B,1087.0,0.0,0.0,442.0,207.0,0.0,EOD,0,0.0,21.740000000000002,0.0,17.07,0.0,38.81
3,W2,SKU_A,1154.0,0.0,0.0,542.0,153.0,0.0,EOD,0,0.0,23.080000000000002,0.0,16.53,0.0,39.61
3,W2,SKU_B,1154.0,0.0,0.0,542.0,153.0,0.0,EOD,0,0.0,23.080000000000002,0.0,16.53,0.0,39.61
3,R1,SKU_A,263.0,0.0,0.0,241.0,84.0,155.0,EOD,105,105.0,7.89,0.0,0.0,0.0,7.89
3,R1,SKU_B,263.0,0.0,0.0,241.0,84.0,155.0,EOD,105,105.0,7.89,0.0,0.0,0.0,7.89
3,R2,SKU_A,145.0,0.0,0.0,253.0,83.0,0.0,EOD,83,83.0,4.35,0.0,0.0,0.0,4.35
3,R2,SKU_B,145.0,0.0,0.0,253.0,83.0,0.0,EOD,83,83.0,4.35,0.0,0.0,0.0,4.35
3,R3,SKU_A,474.0,0.0,0.0,695.0,188.0,0.0,EOD,188,188.0,14.219999999999999,0.0,0.0,0.0,14.219999999999999
3,R3,SKU_B,474.0,0.0,0.0,695.0,188.0,0.0,EOD,188,188.0,14.219999999999999,0.0,0.0,0.0,14.219999999999999
4,Supplier,SKU_A,0.0,0.0,18.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
4,Supplier,SKU_B,0.0,0.0,18.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
4,W1,SKU_A,920.0,0.0,0.0,642.0,174.0,0.0,EOD,0,0.0,18.400000000000002,0.0,16.74,0.0,35.14
4,W1,SKU_B,920.0,0.0,0.0,642.0,174.0,0.0,EOD,0,0.0,18.400000000000002,0.0,16.74,0.0,35.14
4,W2,SKU_A,966.0,0.0,0.0,695.0,188.0,0.0,EOD,0,0.0,19.32,0.0,16.88,0.0,36.2
4,W2,SKU_B,966.0,0.0,0.0,695.0,188.0,0.0,EOD,0,0.0,19.32,0.0,16.88,0.0,36.2
4,R1,SKU_A,271.0,0.0,0.0,225.0,92.0,100.0,EOD,92,92.0,8.129999999999999,0.0,0.0,0.0,8.129999999999999
4,R1,SKU_B,271.0,0.0,0.0,225.0,92.0,100.0,EOD,92,92.0,8.129999999999999,0.0,0.0,0.0,8.129999999999999
4,R2,SKU_A,159.0,0.0,0.0,249.0,73.0,87.0,EOD,73,73.0,4.77,0.0,0.0,0.0,4.77
4,R2,SKU_B,159.0,0.0,0.0,249.0,73.0,87.0,EOD,73,73.0,4.77,0.0,0.0,0.0,4.77
4,R3,SKU_A,320.0,0.0,0.0,883.0,154.0,0.0,EOD,154,154.0,9.6,0.0,0.0,0.0,9.6
4,R3,SKU_B,320.0,0.0,0.0,883.0,154.0,0.0,EOD,154,154.0,9.6,0.0,0.0,0.0,9.6
5,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
5,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
5,W1,SKU_A,755.0,0.0,0.0,834.0,147.0,0.0,EOD,0,0.0,15.1,0.0,16.47,0.0,31.57
5,W1,SKU_B,755.0,0.0,0.0,834.0,147.0,0.0,EOD,0,0.0,15.1,0.0,16.47,0.0,31.57
5,W2,SKU_A,812.0,0.0,0.0,883.0,154.0,0.0,EOD,0,0.0,16.240000000000002,0.0,16.54,0.0,32.78
5,W2,SKU_B,812.0,0.0,0.0,883.0,154.0,0.0,EOD,0,0.0,16.240000000000002,0.0,16.54,0.0,32.78
5,R1,SKU_A,299.0,0.0,0.0,176.0,113.0,141.0,EOD,113,113.0,8.969999999999999,0.0,0.0,0.0,8.969999999999999
5,R1,SKU_B,299.0,0.0,0.0,176.0,113.0,141.0,EOD,113,113.0,8.969999999999999,0.0,0.0,0.0,8.969999999999999
5,R2,SKU_A,143.0,0.0,0.0,232.0,106.0,90.0,EOD,106,106.0,4.29,0.0,0.0,0.0,4.29
5,R2,SKU_B,143.0,0.0,0.0,232.0,106.0,90.0,EOD,106,106.0,4.29,0.0,0.0,0.0,4.29
5,R3,SKU_A,383.0,0.0,0.0,763.0,211.0,274.0,EOD,211,211.0,11.49,0.0,0.0,0.0,11.49
5,R3,SKU_B,383.0,0.0,0.0,763.0,211.0,274.0,EOD,211,211.0,11.49,0.0,0.0,0.0,11.49
6,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,W1,SKU_A,555.0,0.0,19.0,981.0,219.0,0.0,EOD,0,0.0,11.1,0.0,17.19,0.0,28.29
6,W1,SKU_B,555.0,0.0,19.0,981.0,219.0,0.0,EOD,0,0.0,11.1,0.0,17.19,0.0,28.29
6,W2,SKU_A,612.0,0.0,11.0,1037.0,211.0,0.0,EOD,0,0.0,12.24,0.0,17.11,0.0,29.35
6,W2,SKU_B,612.0,0.0,11.0,1037.0,211.0,0.0,EOD,0,0.0,12.24,0.0,17.11,0.0,29.35
6,R1,SKU_A,273.0,0.0,0.0,192.0,123.0,84.0,EOD,110,110.0,8.19,0.0,0.0,0.0,8.19
6,R1,SKU_B,273.0,0.0,0.0,192.0,123.0,84.0,EOD,110,110.0,8.19,0.0,0.0,0.0,8.19
6,R2,SKU_A,128.0,0.0,0.0,256.0,97.0,76.0,EOD,91,91.0,3.84,0.0,0.0,0.0,3.84
6,R2,SKU_B,128.0,0.0,0.0,256.0,97.0,76.0,EOD,91,91.0,3.84,0.0,0.0,0.0,3.84
6,R3,SKU_A,447.0,0.0,0.0,695.0,215.0,268.0,EOD,204,204.0,13.41,0.0,0.0,0.0,13.41
6,R3,SKU_B,447.0,0.0,0.0,695.0,215.0,268.0,EOD,204,204.0,13.41,0.0,0.0,0.0,13.41
7,Supplier,SKU_A,0.0,0.0,30.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,Supplier,SKU_B,0.0,0.0,30.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,W1,SKU_A,561.0,0.0,3.0,939.0,239.0,242.0,EOD,0,0.0,11.22,0.0,17.39,0.0,28.61
7,W1,SKU_B,561.0,0.0,3.0,939.0,239.0,242.0,EOD,0,0.0,11.22,0.0,17.39,0.0,28.61
7,W2,SKU_A,386.0,0.0,0.0,1237.0,226.0,0.0,EOD,0,0.0,7.72,0.0,17.26,0.0,24.98
7,W2,SKU_B,386.0,0.0,0.0,1237.0,226.0,0.0,EOD,0,0.0,7.72,0.0,17.26,0.0,24.98
7,R1,SKU_A,189.0,0.0,0.0,236.0,163.0,92.0,EOD,176,176.0,5.67,0.0,0.0,0.0,5.67
7,R1,SKU_B,189.0,0.0,0.0,236.0,163.0,92.0,EOD,176,176.0,5.67,0.0,0.0,0.0,5.67
7,R2,SKU_A,62.0,0.0,0.0,273.0,146.0,83.0,EOD,149,149.0,1.8599999999999999,0.0,0.0,0.0,1.8599999999999999
7,R2,SKU_B,62.0,0.0,0.0,273.0,146.0,83.0,EOD,149,149.0,1.8599999999999999,0.0,0.0,0.0,1.8599999999999999
7,R3,SKU_A,301.0,0.0,0.0,768.0,288.0,153.0,EOD,299,299.0,9.03,0.0,0.0,0.0,9.03
7,R3,SKU_B,301.0,0.0,0.0,768.0,288.0,153.0,EOD,299,299.0,9.03,0.0,0.0,0.0,9.03
8,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,W1,SKU_A,449.0,0.0,0.0,997.0,290.0,200.0,EOD,0,0.0,8.98,0.0,17.9,0.0,26.88
8,W1,SKU_B,449.0,0.0,0.0,997.0,290.0,200.0,EOD,0,0.0,8.98,0.0,17.9,0.0,26.88
8,W2,SKU_A,372.0,0.0,0.0,1200.0,277.0,274.0,EOD,0,0.0,7.44,0.0,17.77,0.0,25.21
8,W2,SKU_B,372.0,0.0,0.0,1200.0,277.0,274.0,EOD,0,0.0,7.44,0.0,17.77,0.0,25.21
8,R1,SKU_A,124.0,0.0,0.0,299.0,165.0,100.0,EOD,165,165.0,3.7199999999999998,0.0,0.0,0.0,3.7199999999999998
8,R1,SKU_B,124.0,0.0,0.0,299.0,165.0,100.0,EOD,165,165.0,3.7199999999999998,0.0,0.0,0.0,3.7199999999999998
8,R2,SKU_A,39.0,0.0,0.0,349.0,93.0,73.0,EOD,96,96.0,1.17,0.0,0.0,0.0,1.17
8,R2,SKU_B,39.0,0.0,0.0,349.0,93.0,73.0,EOD,96,96.0,1.17,0.0,0.0,0.0,1.17
8,R3,SKU_A,213.0,0.0,0.0,868.0,276.0,188.0,EOD,276,276.0,6.39,0.0,0.0,0.0,6.39
8,R3,SKU_B,213.0,0.0,0.0,868.0,276.0,188.0,EOD,276,276.0,6.39,0.0,0.0,0.0,6.39
9,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
9,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
9,W1,SKU_A,391.0,0.0,0.0,1087.0,258.0,200.0,EOD,0,0.0,7.82,0.0,17.58,0.0,25.4
9,W1,SKU_B,391.0,0.0,0.0,1087.0,258.0,200.0,EOD,0,0.0,7.82,0.0,17.58,0.0,25.4
9,W2,SKU_A,364.0,0.0,0.0,1209.0,276.0,268.0,EOD,0,0.0,7.28,0.0,17.76,0.0,25.040000000000003
9,W2,SKU_B,364.0,0.0,0.0,1209.0,276.0,268.0,EOD,0,0.0,7.28,0.0,17.76,0.0,25.040000000000003
9,R1,SKU_A,165.0,0.0,0.0,328.0,95.0,136.0,EOD,95,95.0,4.95,0.0,0.0,0.0,4.95
9,R1,SKU_B,165.0,0.0,0.0,328.0,95.0,136.0,EOD,95,95.0,4.95,0.0,0.0,0.0,4.95
9,R2,SKU_A,26.0,0.0,0.0,342.0,113.0,100.0,EOD,113,113.0,0.78,0.0,0.0,0.0,0.78
9,R2,SKU_B,26.0,0.0,0.0,342.0,113.0,100.0,EOD,113,113.0,0.78,0.0,0.0,0.0,0.78
9,R3,SKU_A,143.0,0.0,0.0,990.0,224.0,154.0,EOD,224,224.0,4.29,0.0,0.0,0.0,4.29
9,R3,SKU_B,143.0,0.0,0.0,990.0,224.0,154.0,EOD,224,224.0,4.29,0.0,0.0,0.0,4.29
10,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,W1,SKU_A,388.0,0.0,13.0,1153.0,208.0,192.0,EOD,0,0.0,7.76,0.0,17.08,0.0,24.839999999999996
10,W1,SKU_B,388.0,0.0,13.0,1153.0,208.0,192.0,EOD,0,0.0,7.76,0.0,17.08,0.0,24.839999999999996
10,W2,SKU_A,317.0,0.0,24.0,1332.0,224.0,153.0,EOD,0,0.0,6.34,0.0,17.240000000000002,0.0,23.580000000000002
10,W2,SKU_B,317.0,0.0,24.0,1332.0,224.0,153.0,EOD,0,0.0,6.34,0.0,17.240000000000002,0.0,23.580000000000002
10,R1,SKU_A,232.0,0.0,0.0,260.0,96.0,163.0,EOD,96,96.0,6.96,0.0,0.0,0.0,6.96
10,R1,SKU_B,232.0,0.0,0.0,260.0,96.0,163.0,EOD,96,96.0,6.96,0.0,0.0,0.0,6.96
10,R2,SKU_A,20.0,0.0,0.0,342.0,119.0,100.0,EOD,106,106.0,0.6,0.0,0.0,0.0,0.6
10,R2,SKU_B,20.0,0.0,0.0,342.0,119.0,100.0,EOD,106,106.0,0.6,0.0,0.0,0.0,0.6
10,R3,SKU_A,159.0,0.0,0.0,990.0,208.0,200.0,EOD,184,184.0,4.77,0.0,0.0,0.0,4.77
10,R3,SKU_B,159.0,0.0,0.0,990.0,208.0,200.0,EOD,184,184.0,4.77,0.0,0.0,0.0,4.77
11,Supplier,SKU_A,0.0,0.0,32.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,Supplier,SKU_B,0.0,0.0,32.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,W1,SKU_A,307.0,0.0,0.0,1206.0,223.0,147.0,EOD,0,0.0,6.140000000000001,0.0,17.23,0.0,23.37
11,W1,SKU_B,307.0,0.0,0.0,1206.0,223.0,147.0,EOD,0,0.0,6.140000000000001,0.0,17.23,0.0,23.37
11,W2,SKU_A,273.0,0.0,0.0,1344.0,232.0,188.0,EOD,0,0.0,5.46,0.0,17.32,0.0,22.78
11,W2,SKU_B,273.0,0.0,0.0,1344.0,232.0,188.0,EOD,0,0.0,5.46,0.0,17.32,0.0,22.78
11,R1,SKU_A,290.0,0.0,0.0,191.0,107.0,165.0,EOD,107,107.0,8.7,0.0,0.0,0.0,8.7
11,R1,SKU_B,290.0,0.0,0.0,191.0,107.0,165.0,EOD,107,107.0,8.7,0.0,0.0,0.0,8.7
11,R2,SKU_A,71.0,0.0,0.0,325.0,85.0,149.0,EOD,98,98.0,2.13,0.0,0.0,0.0,2.13
11,R2,SKU_B,71.0,0.0,0.0,325.0,85.0,149.0,EOD,98,98.0,2.13,0.0,0.0,0.0,2.13
11,R3,SKU_A,199.0,0.0,0.0,996.0,162.0,226.0,EOD,186,186.0,5.97,0.0,0.0,0.0,5.97
11,R3,SKU_B,199.0,0.0,0.0,996.0,162.0,226.0,EOD,186,186.0,5.97,0.0,0.0,0.0,5.97
12,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,W1,SKU_A,322.0,0.0,7.0,1237.0,184.0,200.0,EOD,0,0.0,6.44,0.0,16.84,0.0,23.28
12,W1,SKU_B,322.0,0.0,7.0,1237.0,184.0,200.0,EOD,0,0.0,6.44,0.0,16.84,0.0,23.28
12,W2,SKU_A,265.0,0.0,0.0,1446.0,138.0,154.0,EOD,0,0.0,5.3,0.0,16.38,0.0,21.68
12,W2,SKU_B,265.0,0.0,0.0,1446.0,138.0,154.0,EOD,0,0.0,5.3,0.0,16.38,0.0,21.68
12,R1,SKU_A,266.0,0.0,0.0,196.0,126.0,95.0,EOD,119,119.0,7.9799999999999995,0.0,0.0,0.0,7.9799999999999995
12,R1,SKU_B,266.0,0.0,0.0,196.0,126.0,95.0,EOD,119,119.0,7.9799999999999995,0.0,0.0,0.0,7.9799999999999995
12,R2,SKU_A,71.0,0.0,0.0,317.0,93.0,93.0,EOD,93,93.0,2.13,0.0,0.0,0.0,2.13
12,R2,SKU_B,71.0,0.0,0.0,317.0,93.0,93.0,EOD,93,93.0,2.13,0.0,0.0,0.0,2.13
12,R3,SKU_A,330.0,0.0,0.0,870.0,157.0,288.0,EOD,157,157.0,9.9,0.0,0.0,0.0,9.9
12,R3,SKU_B,330.0,0.0,0.0,870.0,157.0,288.0,EOD,157,157.0,9.9,0.0,0.0,0.0,9.9
13,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
13,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
13,W1,SKU_A,354.0,0.0,0.0,1163.0,219.0,258.0,EOD,0,0.0,7.08,0.0,17.19,0.0,24.270000000000003
13,W1,SKU_B,354.0,0.0,0.0,1163.0,219.0,258.0,EOD,0,0.0,7.08,0.0,17.19,0.0,24.270000000000003
13,W2,SKU_A,308.0,0.0,0.0,1384.0,157.0,200.0,EOD,0,0.0,6.16,0.0,16.57,0.0,22.73
13,W2,SKU_B,308.0,0.0,0.0,1384.0,157.0,200.0,EOD,0,0.0,6.16,0.0,16.57,0.0,22.73
13,R1,SKU_A,202.0,0.0,0.0,233.0,153.0,96.0,EOD,160,160.0,6.06,0.0,0.0,0.0,6.06
13,R1,SKU_B,202.0,0.0,0.0,233.0,153.0,96.0,EOD,160,160.0,6.06,0.0,0.0,0.0,6.06
13,R2,SKU_A,53.0,0.0,0.0,310.0,118.0,100.0,EOD,118,118.0,1.5899999999999999,0.0,0.0,0.0,1.5899999999999999
13,R2,SKU_B,53.0,0.0,0.0,310.0,118.0,100.0,EOD,118,118.0,1.5899999999999999,0.0,0.0,0.0,1.5899999999999999
13,R3,SKU_A,355.0,0.0,0.0,751.0,251.0,276.0,EOD,251,251.0,10.65,0.0,0.0,0.0,10.65
13,R3,SKU_B,355.0,0.0,0.0,751.0,251.0,276.0,EOD,251,251.0,10.65,0.0,0.0,0.0,10.65
14,Supplier,SKU_A,0.0,0.0,19.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,Supplier,SKU_B,0.0,0.0,19.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,W1,SKU_A,391.0,0.0,18.0,1073.0,290.0,290.0,EOD,0,0.0,7.82,0.0,17.9,0.0,25.72
14,W1,SKU_B,391.0,0.0,18.0,1073.0,290.0,290.0,EOD,0,0.0,7.82,0.0,17.9,0.0,25.72
14,W2,SKU_A,294.0,0.0,0.0,1304.0,251.0,237.0,EOD,0,0.0,5.88,0.0,17.51,0.0,23.39
14,W2,SKU_B,294.0,0.0,0.0,1304.0,251.0,237.0,EOD,0,0.0,5.88,0.0,17.51,0.0,23.39
14,R1,SKU_A,78.0,0.0,0.0,286.0,224.0,100.0,EOD,224,224.0,2.34,0.0,0.0,0.0,2.34
14,R1,SKU_B,78.0,0.0,0.0,286.0,224.0,100.0,EOD,224,224.0,2.34,0.0,0.0,0.0,2.34
14,R2,SKU_A,43.0,0.0,0.0,278.0,160.0,132.0,EOD,142,142.0,1.29,0.0,0.0,0.0,1.29
14,R2,SKU_B,43.0,0.0,0.0,278.0,160.0,132.0,EOD,142,142.0,1.29,0.0,0.0,0.0,1.29
14,R3,SKU_A,208.0,0.0,0.0,802.0,347.0,200.0,EOD,347,347.0,6.24,0.0,0.0,0.0,6.24
14,R3,SKU_B,208.0,0.0,0.0,802.0,347.0,200.0,EOD,347,347.0,6.24,0.0,0.0,0.0,6.24
15,Supplier,SKU_A,0.0,0.0,9.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,Supplier,SKU_B,0.0,0.0,9.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,W1,SKU_A,271.0,0.0,24.0,1115.0,374.0,258.0,EOD,0,0.0,5.42,0.0,18.740000000000002,0.0,24.160000000000004
15,W1,SKU_B,271.0,0.0,24.0,1115.0,374.0,258.0,EOD,0,0.0,5.42,0.0,18.740000000000002,0.0,24.160000000000004
15,W2,SKU_A,224.0,0.0,0.0,1278.0,347.0,277.0,EOD,0,0.0,4.48,0.0,18.47,0.0,22.95
15,W2,SKU_B,224.0,0.0,0.0,1278.0,347.0,277.0,EOD,0,0.0,4.48,0.0,18.47,0.0,22.95
15,R1,SKU_A,0.0,15.0,0.0,353.0,250.0,133.0,EOD,226,211.0,0.0,7.5,0.0,0.0,7.5
15,R1,SKU_B,0.0,15.0,0.0,353.0,250.0,133.0,EOD,226,211.0,0.0,7.5,0.0,0.0,7.5
15,R2,SKU_A,0.0,27.0,0.0,371.0,137.0,85.0,EOD,155,128.0,0.0,13.5,0.0,0.0,13.5
15,R2,SKU_B,0.0,27.0,0.0,371.0,137.0,85.0,EOD,155,128.0,0.0,13.5,0.0,0.0,13.5
15,R3,SKU_A,108.0,0.0,0.0,917.0,332.0,232.0,EOD,332,332.0,3.2399999999999998,0.0,0.0,0.0,3.2399999999999998
15,R3,SKU_B,108.0,0.0,0.0,917.0,332.0,232.0,EOD,332,332.0,3.2399999999999998,0.0,0.0,0.0,3.2399999999999998
16,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
16,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
16,W1,SKU_A,60.0,0.0,0.0,1298.0,378.0,200.0,EOD,0,0.0,1.2,0.0,18.78,0.0,19.98
16,W1,SKU_B,60.0,0.0,0.0,1298.0,378.0,200.0,EOD,0,0.0,1.2,0.0,18.78,0.0,19.98
16,W2,SKU_A,168.0,0.0,0.0,1349.0,332.0,276.0,EOD,0,0.0,3.36,0.0,18.32,0.0,21.68
16,W2,SKU_B,168.0,0.0,0.0,1349.0,332.0,276.0,EOD,0,0.0,3.36,0.0,18.32,0.0,21.68
16,R1,SKU_A,0.0,4.0,0.0,474.0,118.0,153.0,EOD,142,138.0,0.0,2.0,0.0,0.0,2.0
16,R1,SKU_B,0.0,4.0,0.0,474.0,118.0,153.0,EOD,142,138.0,0.0,2.0,0.0,0.0,2.0
16,R2,SKU_A,0.0,27.0,0.0,415.0,93.0,93.0,EOD,93,66.0,0.0,13.5,0.0,0.0,13.5
16,R2,SKU_B,0.0,27.0,0.0,415.0,93.0,93.0,EOD,93,66.0,0.0,13.5,0.0,0.0,13.5
16,R3,SKU_A,53.0,0.0,0.0,1087.0,217.0,162.0,EOD,217,217.0,1.5899999999999999,0.0,0.0,0.0,1.5899999999999999
16,R3,SKU_B,53.0,0.0,0.0,1087.0,217.0,162.0,EOD,217,217.0,1.5899999999999999,0.0,0.0,0.0,1.5899999999999999
17,Supplier,SKU_A,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
17,Supplier,SKU_B,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
