t,node_id,on_hand,backlog_external,backlog_children,pipeline_in,orders_to_parent,received,phase,demand,fulfilled_external,holding_cost,backlog_cost,ordering_cost,transport_cost,total_cost
4,R2,72.0,0.0,0.0,0.0,73.0,0.0,EOD,73,73.0,2.16,0.0,0.0,0.0,2.16
4,R3,320.0,0.0,0.0,542.0,154.0,0.0,EOD,154,154.0,9.6,0.0,0.0,0.0,9.6
5,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
5,W1,847.0,0.0,92.0,816.0,165.0,0.0,EOD,0,0.0,16.94,0.0,16.65,380.0,413.59000000000003
5,W2,812.0,0.0,0.0,883.0,154.0,0.0,EOD,0,0.0,16.240000000000002,0.0,16.54,350.0,382.78
5,R1,0.0,97.0,0.0,480.0,113.0,0.0,EOD,113,16.0,0.0,48.5,0.0,0.0,48.5
5,R2,0.0,34.0,0.0,409.0,106.0,0.0,EOD,106,72.0,0.0,17.0,0.0,0.0,17.0
5,R3,109.0,0.0,0.0,1037.0,211.0,0.0,EOD,211,211.0,3.27,0.0,0.0,0.0,3.27
6,Supplier,0.0,0.0,319.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
6,W1,847.0,0.0,311.0,816.0,219.0,0.0,EOD,0,0.0,16.94,0.0,17.19,0.0,34.13
6,W2,812.0,0.0,211.0,883.0,211.0,0.0,EOD,0,0.0,16.240000000000002,0.0,17.11,0.0,33.35
6,R1,273.0,0.0,0.0,0.0,110.0,480.0,EOD,110,110.0,8.19,0.0,0.0,0.0,8.19
6,R2,0.0,125.0,0.0,409.0,91.0,0.0,EOD,91,0.0,0.0,62.5,0.0,0.0,62.5
6,R3,447.0,0.0,0.0,495.0,204.0,542.0,EOD,204,204.0,13.41,0.0,0.0,0.0,13.41
7,Supplier,0.0,0.0,749.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
7,W1,847.0,0.0,512.0,816.0,201.0,0.0,EOD,0,0.0,16.94,0.0,17.01,0.0,33.95
7,W2,397.0,0.0,0.0,883.0,204.0,0.0,EOD,0,0.0,7.94,0.0,17.04,350.0,374.98
7,R1,97.0,0.0,0.0,0.0,176.0,0.0,EOD,176,176.0,2.9099999999999997,0.0,0.0,0.0,2.9099999999999997
7,R2,0.0,274.0,0.0,409.0,149.0,0.0,EOD,149,0.0,0.0,137.0,0.0,0.0,137.0
7,R3,148.0,0.0,0.0,910.0,299.0,0.0,EOD,299,299.0,4.4399999999999995,0.0,0.0,0.0,4.4399999999999995
8,Supplier,0.0,0.0,1154.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
8,W1,356.0,0.0,346.0,816.0,325.0,0.0,EOD,0,0.0,7.12,0.0,18.25,350.0,375.37
8,W2,397.0,0.0,299.0,883.0,299.0,0.0,EOD,0,0.0,7.94,0.0,17.990000000000002,0.0,25.930000000000003
8,R1,0.0,68.0,0.0,491.0,165.0,0.0,EOD,165,97.0,0.0,34.0,0.0,0.0,34.0
8,R2,39.0,0.0,0.0,0.0,96.0,409.0,EOD,96,96.0,1.17,0.0,0.0,0.0,1.17
8,R3,0.0,128.0,0.0,910.0,276.0,0.0,EOD,276,148.0,0.0,64.0,0.0,0.0,64.0
9,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
9,W1,356.0,0.0,607.0,1726.0,261.0,0.0,EOD,0,0.0,7.12,0.0,17.61,0.0,24.73
9,W2,397.0,0.0,575.0,1751.0,276.0,0.0,EOD,0,0.0,7.94,0.0,17.76,0.0,25.700000000000003
9,R1,0.0,163.0,0.0,491.0,95.0,0.0,EOD,95,0.0,0.0,81.5,0.0,0.0,81.5
9,R2,0.0,74.0,0.0,0.0,113.0,0.0,EOD,113,39.0,0.0,37.0,0.0,0.0,37.0
9,R3,143.0,0.0,0.0,415.0,224.0,495.0,EOD,224,224.0,4.29,0.0,0.0,0.0,4.29
10,Supplier,0.0,0.0,537.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
10,W1,617.0,0.0,260.0,910.0,208.0,816.0,EOD,0,0.0,12.34,0.0,17.08,380.0,409.42
10,W2,397.0,0.0,799.0,1751.0,224.0,0.0,EOD,0,0.0,7.94,0.0,17.240000000000002,0.0,25.180000000000003
10,R1,232.0,0.0,0.0,0.0,96.0,491.0,EOD,96,96.0,6.96,0.0,0.0,0.0,6.96
10,R2,0.0,180.0,0.0,555.0,106.0,0.0,EOD,106,0.0,0.0,90.0,0.0,0.0,90.0
10,R3,0.0,41.0,0.0,415.0,184.0,0.0,EOD,184,143.0,0.0,20.5,0.0,0.0,20.5
11,Supplier,0.0,0.0,969.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
11,W1,617.0,0.0,462.0,910.0,202.0,0.0,EOD,0,0.0,12.34,0.0,17.02,0.0,29.36
11,W2,297.0,0.0,0.0,868.0,184.0,883.0,EOD,0,0.0,5.94,0.0,16.84,600.0,622.78
11,R1,125.0,0.0,0.0,0.0,107.0,0.0,EOD,107,107.0,3.75,0.0,0.0,0.0,3.75
11,R2,0.0,278.0,0.0,555.0,98.0,0.0,EOD,98,0.0,0.0,139.0,0.0,0.0,139.0
11,R3,188.0,0.0,0.0,983.0,186.0,415.0,EOD,186,186.0,5.64,0.0,0.0,0.0,5.64
12,Supplier,0.0,0.0,1355.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
12,W1,154.0,0.0,204.0,910.0,205.0,0.0,EOD,0,0.0,3.08,0.0,17.05,350.0,370.13
12,W2,297.0,0.0,186.0,868.0,186.0,0.0,EOD,0,0.0,5.94,0.0,16.86,0.0,22.8
12,R1,6.0,0.0,0.0,463.0,119.0,0.0,EOD,119,119.0,0.18,0.0,0.0,0.0,0.18
12,R2,0.0,371.0,0.0,555.0,93.0,0.0,EOD,93,0.0,0.0,185.5,0.0,0.0,185.5
12,R3,31.0,0.0,0.0,983.0,157.0,0.0,EOD,157,157.0,0.9299999999999999,0.0,0.0,0.0,0.9299999999999999
13,Supplier,0.0,0.0,0.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,1000.0,1000.0
13,W1,154.0,0.0,416.0,1786.0,212.0,0.0,EOD,0,0.0,3.08,0.0,17.12,0.0,20.200000000000003
13,W2,297.0,0.0,343.0,1738.0,157.0,0.0,EOD,0,0.0,5.94,0.0,16.57,0.0,22.51
13,R1,0.0,154.0,0.0,463.0,160.0,0.0,EOD,160,6.0,0.0,77.0,0.0,0.0,77.0
13,R2,66.0,0.0,0.0,0.0,118.0,555.0,EOD,118,118.0,1.98,0.0,0.0,0.0,1.98
13,R3,0.0,220.0,0.0,983.0,251.0,0.0,EOD,251,31.0,0.0,110.0,0.0,0.0,110.0
14,Supplier,0.0,0.0,369.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
14,W1,649.0,0.0,279.0,876.0,278.0,910.0,EOD,0,0.0,12.98,0.0,17.78,380.0,410.76
14,W2,297.0,0.0,594.0,1738.0,251.0,0.0,EOD,0,0.0,5.94,0.0,17.51,0.0,23.450000000000003
14,R1,85.0,0.0,0.0,0.0,224.0,463.0,EOD,224,224.0,2.55,0.0,0.0,0.0,2.55
14,R2,0.0,76.0,0.0,415.0,142.0,0.0,EOD,142,66.0,0.0,38.0,0.0,0.0,38.0
14,R3,0.0,567.0,0.0,983.0,347.0,0.0,EOD,347,0.0,0.0,283.5,0.0,0.0,283.5
15,Supplier,0.0,0.0,898.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
15,W1,146.0,0.0,142.0,876.0,366.0,0.0,EOD,0,0.0,2.92,0.0,18.66,350.0,371.58
15,W2,224.0,0.0,0.0,870.0,347.0,868.0,EOD,0,0.0,4.48,0.0,18.47,600.0,622.95
15,R1,0.0,141.0,0.0,503.0,226.0,0.0,EOD,226,85.0,0.0,70.5,0.0,0.0,70.5
15,R2,0.0,231.0,0.0,415.0,155.0,0.0,EOD,155,0.0,0.0,115.5,0.0,0.0,115.5
15,R3,84.0,0.0,0.0,941.0,332.0,983.0,EOD,332,332.0,2.52,0.0,0.0,0.0,2.52
16,Supplier,0.0,0.0,755.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
16,W1,146.0,0.0,523.0,1732.0,381.0,0.0,EOD,0,0.0,2.92,0.0,18.81,0.0,21.729999999999997
16,W2,224.0,0.0,332.0,870.0,332.0,0.0,EOD,0,0.0,4.48,0.0,18.32,0.0,22.8
16,R1,0.0,283.0,0.0,503.0,142.0,0.0,EOD,142,0.0,0.0,141.5,0.0,0.0,141.5
16,R2,0.0,324.0,0.0,415.0,93.0,0.0,EOD,93,0.0,0.0,162.0,0.0,0.0,162.0
16,R3,0.0,133.0,0.0,941.0,217.0,0.0,EOD,217,84.0,0.0,66.5,0.0,0.0,66.5
17,Supplier,0.0,0.0,381.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
17,W1,146.0,0.0,758.0,1732.0,235.0,0.0,EOD,0,0.0,2.92,0.0,17.35,0.0,20.270000000000003
17,W2,224.0,0.0,549.0,1957.0,217.0,0.0,EOD,0,0.0,4.48,0.0,17.17,0.0,21.650000000000002
17,R1,87.0,0.0,0.0,0.0,133.0,503.0,EOD,133,133.0,2.61,0.0,0.0,0.0,2.61
17,R2,8.0,0.0,0.0,0.0,83.0,415.0,EOD,83,83.0,0.24,0.0,0.0,0.0,0.24
17,R3,0.0,379.0,0.0,941.0,246.0,0.0,EOD,246,0.0,0.0,189.5,0.0,0.0,189.5
18,Supplier,0.0,0.0,833.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
18,W1,48.0,0.0,0.0,856.0,216.0,876.0,EOD,0,0.0,0.96,0.0,17.16,730.0,748.12
18,W2,224.0,0.0,795.0,1957.0,246.0,0.0,EOD,0,0.0,4.48,0.0,17.46,0.0,21.94
18,R1,0.0,39.0,0.0,501.0,126.0,0.0,EOD,126,87.0,0.0,19.5,0.0,0.0,19.5
18,R2,0.0,69.0,0.0,473.0,77.0,0.0,EOD,77,8.0,0.0,34.5,0.0,0.0,34.5
18,R3,0.0,561.0,0.0,941.0,182.0,0.0,EOD,182,0.0,0.0,280.5,0.0,0.0,280.5
19,Supplier,0.0,0.0,463.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
19,W1,48.0,0.0,203.0,1688.0,203.0,0.0,EOD,0,0.0,0.96,0.0,17.03,0.0,17.990000000000002
19,W2,117.0,0.0,0.0,1087.0,182.0,870.0,EOD,0,0.0,2.34,0.0,16.82,600.0,619.16
19,R1,0.0,174.0,0.0,501.0,135.0,0.0,EOD,135,0.0,0.0,87.0,0.0,0.0,87.0
19,R2,0.0,146.0,0.0,473.0,77.0,0.0,EOD,77,0.0,0.0,73.0,0.0,0.0,73.0
19,R3,193.0,0.0,0.0,977.0,187.0,941.0,EOD,187,187.0,5.79,0.0,0.0,0.0,5.79
20,Supplier,0.0,0.0,848.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
20,W1,48.0,0.0,415.0,1688.0,212.0,0.0,EOD,0,0.0,0.96,0.0,17.12,0.0,18.080000000000002
20,W2,117.0,0.0,187.0,1087.0,187.0,0.0,EOD,0,0.0,2.34,0.0,16.87,0.0,19.21
20,R1,173.0,0.0,0.0,0.0,154.0,501.0,EOD,154,154.0,5.1899999999999995,0.0,0.0,0.0,5.1899999999999995
20,R2,0.0,233.0,0.0,473.0,87.0,0.0,EOD,87,0.0,0.0,116.5,0.0,0.0,116.5
20,R3,0.0,55.0,0.0,977.0,248.0,0.0,EOD,248,193.0,0.0,27.5,0.0,0.0,27.5
21,Supplier,0.0,0.0,415.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
21,W1,489.0,0.0,241.0,832.0,241.0,856.0,EOD,0,0.0,9.78,0.0,17.41,350.0,377.19
21,W2,117.0,0.0,435.0,1919.0,248.0,0.0,EOD,0,0.0,2.34,0.0,17.48,0.0,19.82
21,R1,0.0,31.0,0.0,415.0,204.0,0.0,EOD,204,173.0,0.0,15.5,0.0,0.0,15.5
21,R2,140.0,0.0,0.0,0.0,100.0,473.0,EOD,100,100.0,4.2,0.0,0.0,0.0,4.2
21,R3,0.0,359.0,0.0,977.0,304.0,0.0,EOD,304,0.0,0.0,179.5,0.0,0.0,179.5
22,Supplier,0.0,0.0,904.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
22,W1,489.0,0.0,545.0,832.0,304.0,0.0,EOD,0,0.0,9.78,0.0,18.04,0.0,27.82
22,W2,117.0,0.0,739.0,1919.0,304.0,0.0,EOD,0,0.0,2.34,0.0,18.04,0.0,20.38
22,R1,0.0,215.0,0.0,415.0,184.0,0.0,EOD,184,0.0,0.0,107.5,0.0,0.0,107.5
22,R2,32.0,0.0,0.0,0.0,108.0,0.0,EOD,108,108.0,0.96,0.0,0.0,0.0,0.96
22,R3,0.0,631.0,0.0,977.0,272.0,0.0,EOD,272,0.0,0.0,315.5,0.0,0.0,315.5
23,Supplier,0.0,0.0,552.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
23,W1,40.0,0.0,388.0,1792.0,292.0,0.0,EOD,0,0.0,0.8,0.0,17.92,380.0,398.72
23,W2,193.0,0.0,0.0,832.0,272.0,1087.0,EOD,0,0.0,3.86,0.0,17.72,600.0,621.58
23,R1,83.0,0.0,0.0,0.0,117.0,415.0,EOD,117,117.0,2.4899999999999998,0.0,0.0,0.0,2.4899999999999998
23,R2,0.0,57.0,0.0,449.0,89.0,0.0,EOD,89,32.0,0.0,28.5,0.0,0.0,28.5
23,R3,174.0,0.0,0.0,1011.0,172.0,977.0,EOD,172,172.0,5.22,0.0,0.0,0.0,5.22
24,Supplier,0.0,0.0,292.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
24,W1,367.0,0.0,89.0,960.0,206.0,832.0,EOD,0,0.0,7.34,0.0,17.06,350.0,374.4
24,W2,193.0,0.0,172.0,1656.0,172.0,0.0,EOD,0,0.0,3.86,0.0,16.72,0.0,20.58
24,R1,0.0,56.0,0.0,505.0,139.0,0.0,EOD,139,83.0,0.0,28.0,0.0,0.0,28.0
24,R2,0.0,140.0,0.0,449.0,83.0,0.0,EOD,83,0.0,0.0,70.0,0.0,0.0,70.0
24,R3,0.0,38.0,0.0,1011.0,212.0,0.0,EOD,212,174.0,0.0,19.0,0.0,0.0,19.0
25,Supplier,0.0,0.0,670.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
25,W1,367.0,0.0,311.0,960.0,222.0,0.0,EOD,0,0.0,7.34,0.0,17.22,0.0,24.56
25,W2,193.0,0.0,384.0,1656.0,212.0,0.0,EOD,0,0.0,3.86,0.0,17.12,0.0,20.98
25,R1,0.0,182.0,0.0,505.0,126.0,0.0,EOD,126,0.0,0.0,91.0,0.0,0.0,91.0
25,R2,0.0,206.0,0.0,449.0,66.0,0.0,EOD,66,0.0,0.0,103.0,0.0,0.0,103.0
25,R3,0.0,243.0,0.0,1011.0,205.0,0.0,EOD,205,0.0,0.0,121.5,0.0,0.0,121.5
26,Supplier,0.0,0.0,1104.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
26,W1,367.0,0.0,503.0,960.0,192.0,0.0,EOD,0,0.0,7.34,0.0,16.92,0.0,24.26
26,W2,193.0,0.0,589.0,1656.0,205.0,0.0,EOD,0,0.0,3.86,0.0,17.05,0.0,20.91
26,R1,203.0,0.0,0.0,0.0,120.0,505.0,EOD,120,120.0,6.09,0.0,0.0,0.0,6.09
26,R2,172.0,0.0,0.0,0.0,71.0,449.0,EOD,71,71.0,5.16,0.0,0.0,0.0,5.16
26,R3,0.0,433.0,0.0,1011.0,190.0,0.0,EOD,190,0.0,0.0,216.5,0.0,0.0,216.5
27,Supplier,0.0,0.0,589.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
27,W1,367.0,0.0,694.0,1872.0,191.0,0.0,EOD,0,0.0,7.34,0.0,16.91,0.0,24.25
27,W2,246.0,0.0,0.0,824.0,190.0,832.0,EOD,0,0.0,4.92,0.0,16.9,350.0,371.82
27,R1,47.0,0.0,0.0,0.0,156.0,0.0,EOD,156,156.0,1.41,0.0,0.0,0.0,1.41
27,R2,73.0,0.0,0.0,0.0,99.0,0.0,EOD,99,99.0,2.19,0.0,0.0,0.0,2.19
27,R3,345.0,0.0,0.0,779.0,233.0,1011.0,EOD,233,233.0,10.35,0.0,0.0,0.0,10.35
28,Supplier,0.0,0.0,970.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
28,W1,378.0,0.0,0.0,912.0,255.0,960.0,EOD,0,0.0,7.5600000000000005,0.0,17.55,730.0,755.11
28,W2,246.0,0.0,233.0,824.0,233.0,0.0,EOD,0,0.0,4.92,0.0,17.33,0.0,22.25
28,R1,0.0,118.0,0.0,541.0,165.0,0.0,EOD,165,47.0,0.0,59.0,0.0,0.0,59.0
28,R2,0.0,25.0,0.0,408.0,98.0,0.0,EOD,98,73.0,0.0,12.5,0.0,0.0,12.5
28,R3,40.0,0.0,0.0,779.0,305.0,0.0,EOD,305,305.0,1.2,0.0,0.0,0.0,1.2
29,Supplier,0.0,0.0,446.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
29,W1,378.0,0.0,263.0,912.0,263.0,0.0,EOD,0,0.0,7.5600000000000005,0.0,17.63,0.0,25.189999999999998
29,W2,246.0,0.0,538.0,1836.0,305.0,0.0,EOD,0,0.0,4.92,0.0,18.05,0.0,22.97
29,R1,0.0,312.0,0.0,541.0,194.0,0.0,EOD,194,0.0,0.0,156.0,0.0,0.0,156.0
29,R2,0.0,102.0,0.0,408.0,77.0,0.0,EOD,77,0.0,0.0,51.0,0.0,0.0,51.0
29,R3,0.0,257.0,0.0,779.0,297.0,0.0,EOD,297,40.0,0.0,128.5,0.0,0.0,128.5
30,Supplier,0.0,0.0,1014.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
30,W1,378.0,0.0,534.0,912.0,271.0,0.0,EOD,0,0.0,7.5600000000000005,0.0,17.71,0.0,25.270000000000003
30,W2,235.0,0.0,0.0,1012.0,297.0,824.0,EOD,0,0.0,4.7,0.0,17.97,600.0,622.67
30,R1,110.0,0.0,0.0,0.0,119.0,541.0,EOD,119,119.0,3.3,0.0,0.0,0.0,3.3
30,R2,0.0,172.0,0.0,408.0,70.0,0.0,EOD,70,0.0,0.0,86.0,0.0,0.0,86.0
30,R3,0.0,425.0,0.0,1614.0,168.0,0.0,EOD,168,0.0,0.0,212.5,0.0,0.0,212.5
31,Supplier,0.0,0.0,602.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
31,W1,378.0,0.0,723.0,1892.0,189.0,0.0,EOD,0,0.0,7.5600000000000005,0.0,16.89,0.0,24.450000000000003
31,W2,235.0,0.0,168.0,1012.0,168.0,0.0,EOD,0,0.0,4.7,0.0,16.68,0.0,21.38
31,R1,0.0,13.0,0.0,0.0,123.0,0.0,EOD,123,110.0,0.0,6.5,0.0,0.0,6.5
31,R2,153.0,0.0,0.0,0.0,83.0,408.0,EOD,83,83.0,4.59,0.0,0.0,0.0,4.59
31,R3,112.0,0.0,0.0,835.0,242.0,779.0,EOD,242,242.0,3.36,0.0,0.0,0.0,3.36
32,Supplier,0.0,0.0,959.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
32,W1,689.0,0.0,328.0,980.0,206.0,912.0,EOD,0,0.0,13.780000000000001,0.0,17.06,350.0,380.84
32,W2,235.0,0.0,410.0,1012.0,242.0,0.0,EOD,0,0.0,4.7,0.0,17.42,0.0,22.12
32,R1,0.0,140.0,0.0,601.0,127.0,0.0,EOD,127,0.0,0.0,70.0,0.0,0.0,70.0
32,R2,72.0,0.0,0.0,0.0,81.0,0.0,EOD,81,81.0,2.16,0.0,0.0,0.0,2.16
32,R3,0.0,96.0,0.0,835.0,208.0,0.0,EOD,208,112.0,0.0,48.0,0.0,0.0,48.0
33,Supplier,0.0,0.0,395.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
33,W1,280.0,0.0,127.0,980.0,208.0,0.0,EOD,0,0.0,5.6000000000000005,0.0,17.08,380.0,402.68
33,W2,235.0,0.0,618.0,2024.0,208.0,0.0,EOD,0,0.0,4.7,0.0,17.08,0.0,21.779999999999998
33,R1,0.0,289.0,0.0,601.0,149.0,0.0,EOD,149,0.0,0.0,144.5,0.0,0.0,144.5
33,R2,0.0,30.0,0.0,409.0,102.0,0.0,EOD,102,72.0,0.0,15.0,0.0,0.0,15.0
33,R3,0.0,299.0,0.0,835.0,203.0,0.0,EOD,203,0.0,0.0,149.5,0.0,0.0,149.5
34,Supplier,0.0,0.0,811.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
34,W1,280.0,0.0,378.0,980.0,251.0,0.0,EOD,0,0.0,5.6000000000000005,0.0,17.51,0.0,23.110000000000003
34,W2,235.0,0.0,821.0,2024.0,203.0,0.0,EOD,0,0.0,4.7,0.0,17.03,0.0,21.73
34,R1,146.0,0.0,0.0,0.0,166.0,601.0,EOD,166,166.0,4.38,0.0,0.0,0.0,4.38
34,R2,0.0,122.0,0.0,409.0,92.0,0.0,EOD,92,0.0,0.0,61.0,0.0,0.0,61.0
34,R3,286.0,0.0,0.0,0.0,250.0,835.0,EOD,250,250.0,8.58,0.0,0.0,0.0,8.58
35,Supplier,0.0,0.0,411.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
35,W1,280.0,0.0,636.0,1834.0,258.0,0.0,EOD,0,0.0,5.6000000000000005,0.0,17.58,0.0,23.18
35,W2,176.0,0.0,0.0,1012.0,250.0,1012.0,EOD,0,0.0,3.52,0.0,17.5,600.0,621.02
35,R1,0.0,34.0,0.0,0.0,180.0,0.0,EOD,180,146.0,0.0,17.0,0.0,0.0,17.0
35,R2,0.0,260.0,0.0,409.0,138.0,0.0,EOD,138,0.0,0.0,130.0,0.0,0.0,130.0
35,R3,0.0,14.0,0.0,1071.0,300.0,0.0,EOD,300,286.0,0.0,7.0,0.0,0.0,7.0
36,Supplier,0.0,0.0,919.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,0.0,0.0
36,W1,638.0,0.0,332.0,854.0,318.0,980.0,EOD,0,0.0,12.76,0.0,18.18,350.0,380.94
36,W2,176.0,0.0,300.0,1012.0,300.0,0.0,EOD,0,0.0,3.52,0.0,18.0,0.0,21.52
36,R1,0.0,213.0,0.0,622.0,179.0,0.0,EOD,179,0.0,0.0,106.5,0.0,0.0,106.5
36,R2,24.0,0.0,0.0,0.0,125.0,409.0,EOD,125,125.0,0.72,0.0,0.0,0.0,0.72
36,R3,0.0,327.0,0.0,1071.0,313.0,0.0,EOD,313,0.0,0.0,163.5,0.0,0.0,163.5
37,Supplier,0.0,0.0,576.0,0.0,0.0,0.0,EOD,0,0.0,0.0,0.0,0.0,500.0,500.0
37,W1,181.0,0.0,179.0,854.0,304.0,0.0,EOD,0,0.0,3.62,0.0,18.04,380.0,401.66
37,W2,176.0,0.0,613.0,1973.0,313.0,0.0,EOD,0,0.0,3.52,0.0,18.13,0.0,21.65
37,R1,0.0,313.0,0.0,622.0,100.0,0.0,EOD,100,0.0,0.0,156.5,0.0,0.0,156.5
37,R2,0.0,61.0,0.0,457.0,85.0,0.0,EOD,85,24.0,0.0,30.5,0.0,0.0,30.5
37,R3,0.0,552.0,0.0,1071.0,225.0,0.0,EOD,225,0.0,0.0,276.0,0.0,0.0,276.0
